Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
48847441.0,48847441.0,3637090000.0,4290080000.0,6176510000.0,10222900000.0,5922020000.0,6176510000.0,245000000.0,6177820000.0,6562890000.0,6177820000.0,6177820000.0,5689350000.0,,,488470000.0,488470000.0,7815040000.0,642930000.0,41670000.0,595740000.0,210670000.0,385070000.0,7172110000.0,2429710000.0,12170000.0,3694340000.0,34330000.0,3660010000.0,,8660000.0,996270000.0,,996270000.0,13992860000.0,898730000.0,6580000.0,,36520000.0,68220000.0,68220000.0,196000000.0,1310000.0,1310000.0,590100000.0,,590100000.0,7690000.0,582410000.0,,,,,13094130000.0,71830000.0,,,10806370000.0,,,,2210000.0,266480000.0,,,1947240000.0,1539250000.0,407990000.0,,,2024-03-31
48847441.0,48847441.0,4470870000.0,4853900000.0,3634990000.0,8240420000.0,4024360000.0,3634990000.0,249990000.0,3636510000.0,4654870000.0,3636510000.0,3636510000.0,,3245710000.0,0.0,390800000.0,390800000.0,7191700000.0,1279430000.0,40020000.0,1234760000.0,216400000.0,1018360000.0,5912270000.0,-10000.0,34580000.0,3619140000.0,33590000.0,3585550000.0,8970000.0,8970000.0,806740000.0,124920000.0,681820000.0,10828210000.0,891580000.0,-30000.0,19740000.0,30950000.0,0.0,,197280000.0,1520000.0,1520000.0,622420000.0,-343730000.0,966150000.0,7580000.0,371010000.0,357900000.0,213160000.0,16500000.0,0.0,9936630000.0,,39590000.0,144700000.0,9360650000.0,7767560000.0,1451890000.0,141200000.0,7310000.0,251340000.0,-6950000.0,258290000.0,133040000.0,,133040000.0,25450000.0,107590000.0,2023-06-30
48847441.0,48847441.0,4467430000.0,4851380000.0,3443910000.0,8045530000.0,3864440000.0,3443910000.0,251350000.0,3445500000.0,4511520000.0,3445500000.0,3445500000.0,,3054700000.0,0.0,390800000.0,390800000.0,7333070000.0,1326020000.0,37510000.0,1283990000.0,217970000.0,1066020000.0,6007050000.0,10000.0,9500000.0,3567390000.0,33380000.0,3534010000.0,8170000.0,8170000.0,525570000.0,145120000.0,380450000.0,10778570000.0,907080000.0,20000.0,5980000.0,28450000.0,33280000.0,33280000.0,197700000.0,1590000.0,1590000.0,640060000.0,-329580000.0,969640000.0,7500000.0,375390000.0,357090000.0,213160000.0,16500000.0,0.0,9871490000.0,-10000.0,39570000.0,114510000.0,9335830000.0,8017550000.0,1205420000.0,112860000.0,5160000.0,243830000.0,-5850000.0,249680000.0,132600000.0,,132600000.0,16600000.0,116000000.0,2023-03-31
