Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
70092000.0,70092000.0,,1528712000.0,31209089000.0,32829563000.0,20656359000.0,31209089000.0,104428000.0,31405279000.0,31615848000.0,32161999000.0,756720000.0,31405279000.0,31265095000.0,,,140184000.0,140184000.0,8036328000.0,2035907000.0,184774000.0,740632000.0,301391000.0,90822000.0,210569000.0,6000421000.0,899691000.0,,1227321000.0,13606000.0,1213715000.0,,50375000.0,3633052000.0,,,73152000.0,3559900000.0,40198327000.0,13541547000.0,183320000.0,,,53438000.0,53438000.0,196190000.0,9793000.0,186397000.0,13107965000.0,,13107965000.0,1665261000.0,11442704000.0,,,,,26656780000.0,411197000.0,,,13486954000.0,,,,3750000.0,,9414547000.0,,,3340332000.0,1271393000.0,2068939000.0,,2024-03-31,
70092000.0,70092000.0,1161253000.0,1771566000.0,27992258000.0,29842468000.0,18515713000.0,27992258000.0,115727000.0,28186629000.0,28697112000.0,28921757000.0,735128000.0,28186629000.0,28046445000.0,,,140184000.0,140184000.0,8250967000.0,2479965000.0,100043000.0,735582000.0,613514000.0,103031000.0,510483000.0,5771002000.0,1299728000.0,,1158052000.0,12696000.0,1145356000.0,48800000.0,,3036872000.0,,,250402000.0,2786470000.0,37172724000.0,12886009000.0,149590000.0,,,90949000.0,90949000.0,194371000.0,7974000.0,186397000.0,12450596000.0,,12450596000.0,1528540000.0,10922056000.0,,,,,24286715000.0,843071000.0,,,12362845000.0,,,,2801000.0,,7770907000.0,,,3307091000.0,2812505000.0,494586000.0,,2023-09-30,
70092000.0,70092000.0,1976817000.0,2369955000.0,25844021000.0,28280842000.0,16722085000.0,25844021000.0,128156000.0,26039043000.0,26611404000.0,26759738000.0,720695000.0,26039043000.0,25898859000.0,18365042000.0,181178000.0,140184000.0,140184000.0,11043091000.0,2435484000.0,72390000.0,699813000.0,689394000.0,117033000.0,572361000.0,8607607000.0,263335000.0,339348000.0,1680561000.0,11123000.0,1669438000.0,27580000.0,,3936804000.0,179869000.0,15019000.0,339348000.0,3741916000.0,37802829000.0,12473137000.0,113955000.0,70544000.0,255000.0,129267000.0,129267000.0,195022000.0,8625000.0,186397000.0,12034416000.0,-4951641000.0,16986057000.0,1010755000.0,11023661000.0,12342105000.0,2658305000.0,974892000.0,0.0,25329692000.0,611026000.0,76252000.0,523848000.0,12591736000.0,1629609000.0,4314925000.0,6647202000.0,27247000.0,62568000.0,10092217000.0,-12817000.0,10105034000.0,1955824000.0,1690842000.0,264982000.0,264982000.0,2023-03-31,
