Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
146940683.0,146940683.0,,30000000.0,82920000000.0,83100000000.0,34010000000.0,82920000000.0,20000000.0,83090000000.0,83090000000.0,83090000000.0,83090000000.0,81620000000.0,,,1470000000.0,1470000000.0,23630000000.0,12820000000.0,,5160000000.0,2700000000.0,10000000.0,10000000.0,4900000000.0,10810000000.0,920000000.0,20000000.0,10000000.0,10000000.0,,520000000.0,5220000000.0,,,0.0,5220000000.0,106720000000.0,61900000000.0,720000000.0,,23830000000.0,23830000000.0,,,370000000.0,170000000.0,,34730000000.0,,34730000000.0,2890000000.0,31840000000.0,,,,,44820000000.0,800000000.0,,,11190000000.0,,,,3700000000.0,,6260000000.0,,,22870000000.0,22440000000.0,430000000.0,,,2024-03-31
155418783.0,155418783.0,1370000000.0,1730000000.0,88120000000.0,90000000000.0,35780000000.0,88120000000.0,20000000.0,88290000000.0,88290000000.0,88290000000.0,88290000000.0,86740000000.0,,,1550000000.0,1550000000.0,31680000000.0,12270000000.0,,5460000000.0,2900000000.0,10000000.0,10000000.0,3840000000.0,19410000000.0,910000000.0,1720000000.0,10000000.0,1710000000.0,,2200000000.0,4690000000.0,,,0.0,4690000000.0,119970000000.0,64780000000.0,910000000.0,,26010000000.0,26010000000.0,,,370000000.0,170000000.0,,34640000000.0,,34640000000.0,1860000000.0,32780000000.0,,,,,55190000000.0,1160000000.0,,,10130000000.0,,,,6650000000.0,,1710000000.0,,,35540000000.0,35200000000.0,340000000.0,,,2023-09-30
155418783.0,155418783.0,,19800000.0,90865800000.0,91051200000.0,35788200000.0,90865800000.0,19700000.0,91051100000.0,91051100000.0,91051100000.0,91051100000.0,,52139100000.0,3133100000.0,1554200000.0,1554200000.0,25904200000.0,12985200000.0,50000000.0,5768600000.0,3439000000.0,11500000.0,11500000.0,3716100000.0,12919000000.0,730800000.0,8300000.0,8200000.0,100000.0,1232500000.0,1998600000.0,6772900000.0,446300000.0,148900000.0,400000.0,6177300000.0,116955300000.0,68248100000.0,-2943200000.0,683000000.0,31584900000.0,31584900000.0,1000000000.0,1000000000.0,377800000.0,185300000.0,185300000.0,35120500000.0,-47263900000.0,82384400000.0,1966300000.0,2019500000.0,70836700000.0,4303200000.0,3258700000.0,0.0,48707200000.0,-6400000.0,4477000000.0,8942100000.0,11232100000.0,1805400000.0,383200000.0,9043500000.0,1608000000.0,107700000.0,3674400000.0,-142700000.0,3817100000.0,18672300000.0,18110300000.0,562000000.0,469700000.0,92300000.0,2023-03-31
