Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
180010134.0,180010134.0,221009801000.0,224030871000.0,13291038000.0,237287694000.0,5320950000.0,13291038000.0,40743000.0,13297566000.0,237287694000.0,13297566000.0,13297566000.0,11497465000.0,,,1800101000.0,1800101000.0,232099867000.0,232006636000.0,6221000.0,5018828000.0,,0.0,224030871000.0,40743000.0,223990128000.0,41321000.0,93231000.0,,,,,93231000.0,37015000.0,45584000.0,10632000.0,245397433000.0,239983251000.0,13324000.0,149262000.0,5005351000.0,234743653000.0,234743653000.0,0.0,6528000.0,6528000.0,0.0,65133000.0,,65133000.0,0.0,65133000.0,,,,5414181000.0,,,,,2364854000.0,48623000.0,2862000.0,2997842000.0,17515000.0,2980327000.0,,2024-03-31
180010134.0,180010134.0,218984748000.0,221192802000.0,12706615000.0,233924589000.0,17382442000.0,12706615000.0,37722000.0,12769509000.0,233924589000.0,12769509000.0,12769509000.0,10969408000.0,,,1800101000.0,1800101000.0,232793257000.0,232717077000.0,7672000.0,9166771000.0,,0.0,221192802000.0,37722000.0,221155080000.0,62462000.0,76180000.0,7672000.0,,,,76180000.0,40069000.0,18106000.0,58074000.0,245562766000.0,228104144000.0,28978000.0,121271000.0,9297608000.0,218517422000.0,218517422000.0,0.0,62894000.0,62894000.0,,75971000.0,,75971000.0,0.0,75971000.0,,,,17458622000.0,,,,,12122307000.0,126825000.0,,5209490000.0,3039158000.0,2170332000.0,,2023-09-30
180010134.0,180010134.0,192270493000.0,192468493000.0,12598844000.0,205024246000.0,-24467431000.0,12598844000.0,44214000.0,12599967000.0,12599967000.0,12599967000.0,12599967000.0,10799866000.0,4182245000.0,250127000.0,1800101000.0,1800101000.0,202370253000.0,80622000.0,-1000.0,9603347000.0,16774000.0,0.0,44214000.0,44214000.0,192383647000.0,19634000.0,202289631000.0,13277000.0,192424279000.0,192424279000.0,12515000.0,98510000.0,61146000.0,25972000.0,11392000.0,214970220000.0,37148019000.0,2214000.0,98325000.0,9699227000.0,36939781000.0,36939781000.0,675000.0,1123000.0,1123000.0,0.0,69115000.0,-97897000.0,167012000.0,15381000.0,69117000.0,53113000.0,113899000.0,0.0,177822200000.0,133032000.0,9699227000.0,3011300000.0,5975000.0,12002559000.0,62547000.0,,152907560000.0,152753774000.0,153786000.0,153786000.0,2023-03-31
