Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-189048991.354467,0.236311,21300000000.0,-800000000.0,-800000000.0,1500000000.0,4970000000.0,4630000000.0,20500000000.0,15530000000.0,-12060000000.0,12060000000.0,2110951008.645533,1500000000.0,11900000000.0,,,,,1500000000.0,1500000000.0,0.0,1500000000.0,-1600000000.0,3100000000.0,3100000000.0,820000000.0,3470000000.0,2790000000.0,-800000000.0,,,-12060000000.0,12060000000.0,13370000000.0,7270000000.0,2120000000.0,4970000000.0,4970000000.0,20640000000.0,4630000000.0,25270000000.0,25270000000.0,2024-03-31
-328502415.458937,0.328502,20300000000.0,-1000000000.0,-1000000000.0,2560000000.0,4810000000.0,4110000000.0,19300000000.0,14490000000.0,-12420000000.0,12420000000.0,3231497584.541063,2560000000.0,10500000000.0,1802816901.0,1802816901.0,1.42,1.42,2560000000.0,2560000000.0,0.0,2560000000.0,0.0,2560000000.0,2560000000.0,680000000.0,2070000000.0,3640000000.0,-1000000000.0,,,-12420000000.0,12420000000.0,12610000000.0,6390000000.0,1350000000.0,4810000000.0,4810000000.0,19000000000.0,4110000000.0,23110000000.0,23110000000.0,2023-12-31
-46101694.915254,0.288136,20680000000.0,-160000000.0,-160000000.0,3720000000.0,4740000000.0,2180000000.0,20520000000.0,15780000000.0,-11650000000.0,11650000000.0,3833898305.084746,3720000000.0,8730000000.0,1714285714.0,1714285714.0,2.17,2.17,3720000000.0,3720000000.0,0.0,3720000000.0,10000000.0,3710000000.0,3710000000.0,1190000000.0,4130000000.0,3690000000.0,-160000000.0,,,-11650000000.0,11650000000.0,13470000000.0,6550000000.0,1620000000.0,4740000000.0,4740000000.0,20020000000.0,2180000000.0,22200000000.0,22200000000.0,2023-09-30
1373986013.986014,0.357809,19280000000.0,3840000000.0,3840000000.0,5080000000.0,3920000000.0,7260000000.0,23120000000.0,19200000000.0,-6000000000.0,10620000000.0,2613986013.986014,5080000000.0,9770000000.0,,,,,3910000000.0,3910000000.0,1170000000.0,5080000000.0,,5070000000.0,5070000000.0,3070000000.0,8580000000.0,-2530000000.0,-1790000000.0,2060000000.0,,-6000000000.0,10620000000.0,16210000000.0,2510000000.0,-2650000000.0,3920000000.0,3920000000.0,18720000000.0,7260000000.0,25980000000.0,25980000000.0,2023-03-31
-207000000.0,0.3,11380000000.0,-690000000.0,-690000000.0,1030000000.0,3300000000.0,6940000000.0,10690000000.0,7390000000.0,-6170000000.0,6170000000.0,1513000000.0,1030000000.0,11340000000.0,1584032478.0,1584032478.0,0.47,0.47,1030000000.0,1030000000.0,0.0,1030000000.0,0.0,1030000000.0,1030000000.0,630000000.0,1220000000.0,2850000000.0,-690000000.0,690000000.0,-1220000000.0,-6170000000.0,6170000000.0,8370000000.0,4400000000.0,990000000.0,3300000000.0,3300000000.0,12770000000.0,6940000000.0,19710000000.0,19710000000.0,2022-12-31
-133964968.152866,0.285032,27080000000.0,-470000000.0,-470000000.0,4460000000.0,5930000000.0,2190000000.0,26610000000.0,20680000000.0,-14400000000.0,14400000000.0,4796035031.847134,4460000000.0,9650000000.0,1695817490.0,1695817490.0,2.63,2.63,4460000000.0,4460000000.0,0.0,4460000000.0,-1830000000.0,6290000000.0,6290000000.0,1790000000.0,6280000000.0,2660000000.0,-470000000.0,,,-14400000000.0,14400000000.0,18270000000.0,7460000000.0,1610000000.0,5930000000.0,5930000000.0,25730000000.0,2190000000.0,27920000000.0,27920000000.0,2024-06-30 00:00:00
-171084337.349398,0.342169,23090000000.0,-500000000.0,-500000000.0,3220000000.0,4510000000.0,950000000.0,22590000000.0,18080000000.0,-13930000000.0,13930000000.0,3548915662.650602,3220000000.0,6720000000.0,1740540541.0,1740540541.0,1.85,1.85,3220000000.0,3220000000.0,0.0,3220000000.0,-10000000.0,3230000000.0,3230000000.0,1420000000.0,4150000000.0,2280000000.0,-500000000.0,,,-13930000000.0,13930000000.0,14700000000.0,5770000000.0,1290000000.0,4510000000.0,4510000000.0,20470000000.0,950000000.0,21420000000.0,21420000000.0,2023-06-30 00:00:00
