Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-24364717.415904,0.242146,1203190000.0,-100620000.0,-100620000.0,736710000.0,36300000.0,1483090000.0,1102570000.0,1066270000.0,,,,812965282.584096,736710000.0,1619170000.0,,,,,,736710000.0,736710000.0,0.0,736710000.0,0.0,736710000.0,736710000.0,235390000.0,972100000.0,6450000.0,-136330000.0,,136330000.0,,,,,1066270000.0,136080000.0,167640000.0,36300000.0,36300000.0,,,,,1202350000.0,1483090000.0,2685440000.0,2685440000.0,2024-03-31
-21637964.381351,0.253283,1059270000.0,-85430000.0,-85430000.0,638570000.0,34160000.0,1416040000.0,973840000.0,939680000.0,,,,702362035.618649,638570000.0,1584460000.0,,1100982759.0,1064283333.0,0.58,0.6,638570000.0,638570000.0,0.0,638570000.0,0.0,638570000.0,638570000.0,216600000.0,855170000.0,920000.0,-122830000.0,,122830000.0,,,,,939680000.0,168420000.0,211160000.0,34160000.0,34160000.0,,,,,1108100000.0,1416040000.0,2524140000.0,2524140000.0,2023-12-31
-15700660.124888,0.255129,859840000.0,-61540000.0,-61540000.0,526050000.0,32520000.0,1424970000.0,798300000.0,765780000.0,,,,571889339.875112,526050000.0,1578830000.0,,1031470588.0,1011634615.0,0.51,0.52,526050000.0,526050000.0,0.0,526050000.0,0.0,526050000.0,526050000.0,180180000.0,706230000.0,1990000.0,-109820000.0,,109820000.0,,,,,765780000.0,153860000.0,191540000.0,32520000.0,32520000.0,,,,,919640000.0,1424970000.0,2344610000.0,2344610000.0,2023-09-30
-16051810.331455,0.263836,674500000.0,-60840000.0,-60840000.0,427100000.0,30800000.0,1192130000.0,613660000.0,582860000.0,154950000.0,2690000.0,162650000.0,471888189.668545,427100000.0,1369040000.0,9490000.0,,,,,427100000.0,427100000.0,0.0,427100000.0,0.0,427100000.0,427100000.0,153070000.0,580170000.0,6670000.0,-71370000.0,-1470000.0,72840000.0,154950000.0,5010000.0,2690000.0,162650000.0,479360000.0,176910000.0,83390000.0,30800000.0,30800000.0,54560000.0,2510000.0,52050000.0,9490000.0,656270000.0,1192130000.0,1848400000.0,1848400000.0,2023-03-31
-26013277.187322,0.251215,1298330000.0,-103550000.0,-103550000.0,789070000.0,37550000.0,1555340000.0,1194780000.0,1157230000.0,,,,866606722.812678,789070000.0,1671550000.0,,1095930556.0,1066310811.0,0.72,0.74,789070000.0,789070000.0,0.0,789070000.0,0.0,789070000.0,789070000.0,264730000.0,1053800000.0,120000.0,-148110000.0,,148110000.0,,,,,1157230000.0,116210000.0,182890000.0,37550000.0,37550000.0,,,,,1273440000.0,1555340000.0,2828780000.0,2828780000.0,2024-06-30 00:00:00
-11973916.949396,0.251923,750590000.0,-47530000.0,-47530000.0,469650000.0,31160000.0,1353590000.0,703060000.0,671900000.0,,,,505206083.050604,469650000.0,1509390000.0,,1059459789.0,1059459789.0,0.443292,0.443292,469650000.0,469650000.0,0.0,469650000.0,0.0,469650000.0,469650000.0,158160000.0,627810000.0,3440000.0,-98970000.0,,98970000.0,,,,,671900000.0,155800000.0,185460000.0,31160000.0,31160000.0,,,,,827700000.0,1353590000.0,2181290000.0,2181290000.0,2023-06-30 00:00:00
