Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
56716120.0,56716120.0,3039638000.0,3211952000.0,7776297000.0,10871828000.0,5515525000.0,7776297000.0,151063000.0,7810939000.0,8111431000.0,7838147000.0,27208000.0,7810939000.0,7697507000.0,,,113432000.0,113432000.0,5627210000.0,505961000.0,80000.0,416484000.0,115992000.0,300492000.0,89397000.0,5121249000.0,65638000.0,2795468000.0,35071000.0,2760397000.0,,620000.0,1863753000.0,,,40428000.0,1823325000.0,13465357000.0,2828583000.0,203255000.0,,11842000.0,1000000.0,24122000.0,24122000.0,0.0,0.0,34642000.0,34209000.0,433000.0,2436565000.0,,2436565000.0,168501000.0,2268064000.0,,,,,10636774000.0,809166000.0,,,4865662000.0,,,,,4929632000.0,,,32314000.0,11063000.0,21251000.0,,2024-03-31,
56716120.0,56716120.0,2096482000.0,2263864000.0,7270583000.0,9400024000.0,5080472000.0,7270583000.0,164806000.0,7300966000.0,7301993000.0,7322529000.0,21563000.0,7300966000.0,7187534000.0,,,113432000.0,113432000.0,4628323000.0,207450000.0,,130317000.0,129290000.0,1027000.0,77133000.0,4420873000.0,38158000.0,2133547000.0,35516000.0,2098031000.0,,658000.0,1745520000.0,,,34947000.0,1710573000.0,11950852000.0,2449507000.0,146554000.0,,33345000.0,1000000.0,25712000.0,25712000.0,1269000.0,1269000.0,30383000.0,29950000.0,433000.0,2107018000.0,,2107018000.0,521547000.0,1585471000.0,,,,,9501345000.0,833809000.0,,,4158154000.0,,,,,4497609000.0,,,11773000.0,9197000.0,2576000.0,,2023-09-30,
56716120.0,56716120.0,1614439000.0,1752795000.0,7041798000.0,8688365000.0,5089038000.0,7041798000.0,136629000.0,7072199000.0,7073637000.0,7087679000.0,15480000.0,7072199000.0,6958767000.0,5553885000.0,1179019000.0,113432000.0,113432000.0,3647073000.0,185271000.0,,112364000.0,110926000.0,1438000.0,72907000.0,3461802000.0,83143000.0,1640431000.0,25703000.0,1614728000.0,57721000.0,596000.0,1439714000.0,64085000.0,276000.0,0.0,1375353000.0,10734752000.0,2183912000.0,163311000.0,181749000.0,24383000.0,1000000.0,5072000.0,5072000.0,15963000.0,15963000.0,30401000.0,29968000.0,433000.0,1821700000.0,-991118000.0,2812818000.0,848138000.0,155235000.0,1079985000.0,663952000.0,65508000.0,0.0,8550840000.0,21107000.0,664000.0,614537000.0,3576062000.0,2004595000.0,1063672000.0,507795000.0,27842000.0,4283443000.0,-40656000.0,4324099000.0,27185000.0,25458000.0,1727000.0,1727000.0,2023-03-31,
