Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,412293625.0,412293625.0,2151543000.0,3490009000.0,14370677000.0,19538260000.0,7085225000.0,14370677000.0,113306000.0,16161557000.0,16237937000.0,16315790000.0,154233000.0,16161557000.0,12038621000.0,,4122936000.0,4122936000.0,13084036000.0,537928000.0,,315929000.0,185479000.0,109099000.0,76380000.0,36520000.0,12546108000.0,3289394000.0,,3304530000.0,4207000.0,3300323000.0,24161000.0,5796929000.0,,266529000.0,5530400000.0,29399826000.0,9768493000.0,337389000.0,,,563181000.0,563181000.0,,,1790880000.0,848139000.0,942741000.0,7056465000.0,,7056465000.0,534413000.0,6522052000.0,,,,,19631333000.0,1975224000.0,,,9834953000.0,,,,40628000.0,7873000.0,4907969000.0,,,2864686000.0,1639526000.0,1225160000.0,,2024-03-31
,399487030.0,399487030.0,3338092000.0,3738951000.0,10217684000.0,14243248000.0,4712066000.0,10217684000.0,4031000.0,10508328000.0,10604254000.0,10509019000.0,691000.0,10508328000.0,6513458000.0,,3994870000.0,3994870000.0,10260145000.0,446980000.0,,304853000.0,99895000.0,3969000.0,95926000.0,42232000.0,9813165000.0,2696954000.0,,3639056000.0,62000.0,3638994000.0,15790000.0,3389155000.0,,185952000.0,3203203000.0,20769164000.0,6243933000.0,195236000.0,,,877768000.0,877768000.0,,,290644000.0,86484000.0,204160000.0,4853362000.0,,4853362000.0,234862000.0,4618500000.0,,,,,14525231000.0,2009164000.0,,,6900237000.0,,,,37869000.0,3373000.0,3524916000.0,,,2049672000.0,1652844000.0,396828000.0,,2023-09-30
,387447419.0,387447419.0,2206251000.0,2880807000.0,7731427000.0,10910584000.0,3063214000.0,7731427000.0,4059000.0,8033836000.0,8221768000.0,8034480000.0,644000.0,8033836000.0,4159362000.0,3981849000.0,3874474000.0,3874474000.0,8305858000.0,536660000.0,44435000.0,300290000.0,191935000.0,4003000.0,187932000.0,44435000.0,7769198000.0,1149000.0,196900000.0,2688872000.0,56000.0,2688816000.0,19213000.0,2060230000.0,79252000.0,196900000.0,1980978000.0,16340338000.0,5507926000.0,17158000.0,431490000.0,0.0,452745000.0,452745000.0,109571000.0,109571000.0,302409000.0,98249000.0,204160000.0,4617005000.0,-1082694000.0,5699699000.0,271852000.0,27014000.0,2296858000.0,1537818000.0,1566157000.0,0.0,10832412000.0,8775000.0,1003400000.0,1680360000.0,4912291000.0,20270000.0,978310000.0,3913711000.0,421010000.0,3373000.0,2132706000.0,-40447000.0,2173153000.0,670497000.0,-889000.0,670497000.0,670497000.0,2023-03-31
