Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,-34300000.0,0.0,0.0,-84600000.0,26500000.0,396100000.0,-34300000.0,-60800000.0,-25400000.0,25400000.0,-84600000.0,-84600000.0,1247500000.0,,,,,-84600000.0,-84600000.0,0.0,-84600000.0,2200000.0,-86800000.0,-86800000.0,600000.0,-86200000.0,119100000.0,0.0,-25400000.0,25400000.0,-182300000.0,851400000.0,,26500000.0,26500000.0,-21100000.0,366800000.0,,669100000.0,396100000.0,1065200000.0,1065200000.0,2024-03-31
0.0,0.3,-62500000.0,0.0,0.0,-95500000.0,23500000.0,367800000.0,-62500000.0,-86000000.0,-13800000.0,13800000.0,-95500000.0,-95500000.0,1088500000.0,64527027.0,64527027.0,-1.48,-1.48,-95500000.0,-95500000.0,0.0,-95500000.0,6100000.0,-101600000.0,-101600000.0,1800000.0,-99800000.0,21600000.0,0.0,-13800000.0,13800000.0,-109000000.0,720700000.0,,23500000.0,23500000.0,358400000.0,215600000.0,142800000.0,611700000.0,367800000.0,979500000.0,979500000.0,2023-12-31
0.0,0.012456,82700000.0,0.0,0.0,59100000.0,22600000.0,261800000.0,82700000.0,60100000.0,-3900000.0,3900000.0,59100000.0,59100000.0,930900000.0,64239130.0,64239130.0,0.92,0.92,59100000.0,59100000.0,0.0,59100000.0,3600000.0,55500000.0,55500000.0,700000.0,56200000.0,35300000.0,0.0,-3900000.0,3900000.0,24600000.0,669100000.0,121500000.0,22600000.0,22600000.0,208800000.0,208800000.0,,693700000.0,261800000.0,955500000.0,955500000.0,2023-09-30
0.0,0.3,-7500000.0,,,5810000.0,30000000.0,254490000.0,-7500000.0,-37500000.0,61600000.0,-2360000.0,5810000.0,5810000.0,803970000.0,,,,,5810000.0,5810000.0,0.0,5810000.0,16670000.0,-10860000.0,-10860000.0,-24280000.0,-35140000.0,-46310000.0,,61600000.0,-2360000.0,-134440000.0,549480000.0,,30000000.0,27610000.0,-109800000.0,105090000.0,-214890000.0,415040000.0,254490000.0,669530000.0,669530000.0,2023-03-31
0.0,0.248143,256800000.0,0.0,0.0,129100000.0,46400000.0,273500000.0,256800000.0,210400000.0,-8500000.0,8500000.0,129100000.0,129100000.0,874200000.0,64550000.0,64550000.0,2.0,2.0,129100000.0,129100000.0,0.0,129100000.0,-22700000.0,151800000.0,151800000.0,50100000.0,201900000.0,33700000.0,0.0,-8500000.0,8500000.0,179500000.0,600700000.0,,46400000.0,46400000.0,238100000.0,115200000.0,122900000.0,780200000.0,273500000.0,1053700000.0,1053700000.0,2022-12-31
0.0,0.3,-416200000.0,0.0,0.0,-467500000.0,23200000.0,378700000.0,-416200000.0,-439400000.0,-30800000.0,30800000.0,-467500000.0,-467500000.0,1417500000.0,64482759.0,64482759.0,-7.25,-7.25,-467500000.0,-467500000.0,0.0,-467500000.0,3600000.0,-471100000.0,-471100000.0,900000.0,-470200000.0,38700000.0,0.0,-30800000.0,30800000.0,-478300000.0,1038800000.0,165300000.0,23200000.0,23200000.0,421800000.0,421800000.0,,560500000.0,378700000.0,939200000.0,939200000.0,2024-06-30 00:00:00
0.0,0.3,-45800000.0,0.0,0.0,-81300000.0,22200000.0,210000000.0,-45800000.0,-68000000.0,-2800000.0,2800000.0,-81300000.0,-81300000.0,817000000.0,64523810.0,64523810.0,-1.26,-1.26,-81300000.0,-81300000.0,0.0,-81300000.0,-500000.0,-80800000.0,-80800000.0,10000000.0,-70800000.0,51000000.0,0.0,-2800000.0,2800000.0,-117100000.0,607000000.0,123600000.0,22200000.0,22200000.0,134300000.0,134300000.0,,489900000.0,210000000.0,699900000.0,699900000.0,2023-06-30 00:00:00
