Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
12262185.0,12262185.0,1141500000.0,1228300000.0,3258600000.0,4507400000.0,1407600000.0,3258600000.0,22500000.0,3301600000.0,3827200000.0,3301600000.0,3301600000.0,3179000000.0,,,122600000.0,122600000.0,3096300000.0,729500000.0,700000.0,,,79100000.0,527100000.0,1500000.0,525600000.0,122600000.0,2366800000.0,52600000.0,,701200000.0,21000000.0,680200000.0,,54800000.0,1250600000.0,,,69200000.0,1181400000.0,6397900000.0,2623500000.0,16400000.0,,59800000.0,59800000.0,43000000.0,43000000.0,2439400000.0,,2439400000.0,115400000.0,2324000000.0,,,,,3774400000.0,172700000.0,3000000.0,,,1326500000.0,,,,,1000000.0,1974300000.0,,,296900000.0,232600000.0,64300000.0,,,2024-03-31
12262185.0,12262185.0,913500000.0,1016200000.0,3134500000.0,4147800000.0,1471900000.0,3134500000.0,37800000.0,3169400000.0,3753600000.0,3169400000.0,3169400000.0,3046800000.0,,,122600000.0,122600000.0,3410400000.0,881700000.0,20700000.0,,,71100000.0,596900000.0,12700000.0,584200000.0,193000000.0,2528700000.0,102600000.0,,419300000.0,25100000.0,394200000.0,,55700000.0,1549700000.0,,,95300000.0,1454400000.0,6579800000.0,2579200000.0,8500000.0,,56900000.0,56900000.0,34900000.0,34900000.0,2414000000.0,,2414000000.0,48100000.0,2365900000.0,,,,,4000600000.0,258200000.0,3000000.0,,,1445100000.0,,,,,500000.0,2046400000.0,,,247400000.0,182500000.0,64900000.0,,,2023-09-30
12262185.0,12262185.0,800800000.0,939700000.0,2788800000.0,3694400000.0,1173200000.0,2788800000.0,51500000.0,2806200000.0,3422300000.0,2806200000.0,2806200000.0,2683600000.0,2084500000.0,575600000.0,122600000.0,122600000.0,3353800000.0,905200000.0,20700000.0,192900000.0,20700000.0,53000000.0,638600000.0,22500000.0,616100000.0,192900000.0,2448600000.0,58000000.0,164500000.0,301100000.0,29000000.0,272100000.0,125400000.0,42600000.0,1442300000.0,52000000.0,700000.0,164500000.0,1389600000.0,6160000000.0,2538200000.0,4700000.0,38200000.0,19200000.0,19200000.0,17400000.0,17400000.0,2398500000.0,-748500000.0,3147000000.0,185500000.0,38000000.0,2000200000.0,383500000.0,539800000.0,0.0,3621800000.0,289900000.0,3000000.0,700000.0,64700000.0,1682400000.0,20400000.0,324700000.0,417500000.0,919800000.0,313200000.0,1432800000.0,-10300000.0,1443100000.0,125000000.0,37600000.0,87400000.0,1700000.0,85700000.0,2023-03-31
