Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
150560000.0,150560000.0,979210000.0,989480000.0,1045680000.0,2087920000.0,714640000.0,1045680000.0,,1098440000.0,1372890000.0,1098440000.0,0.0,1098440000.0,947880000.0,,,150560000.0,150560000.0,1729360000.0,350240000.0,-10000.0,,14170000.0,274450000.0,,274450000.0,7540000.0,1379120000.0,84420000.0,715030000.0,,715030000.0,575970000.0,,,575970000.0,2827800000.0,734040000.0,-10000.0,,20450000.0,20450000.0,52760000.0,52760000.0,660840000.0,,,,,,,,,2093760000.0,667650000.0,,299700000.0,,,44570000.0,982480000.0,99360000.0,89090000.0,10270000.0,,2023-09-30
150560000.0,150560000.0,1041010000.0,1124310000.0,1099790000.0,2221320000.0,650270000.0,1099790000.0,59390000.0,1156400000.0,1323650000.0,1156400000.0,0.0,1156400000.0,83250000.0,602970000.0,319620000.0,150560000.0,150560000.0,1705540000.0,241430000.0,-24790000.0,7540000.0,14670000.0,219220000.0,51970000.0,167250000.0,7540000.0,1464110000.0,24780000.0,905090000.0,7420000.0,897670000.0,419000000.0,22070000.0,0.0,396930000.0,2861940000.0,747560000.0,10000.0,10310000.0,0.0,10310000.0,56610000.0,56610000.0,680630000.0,-807890000.0,1488520000.0,0.0,47640000.0,1019250000.0,349830000.0,71800000.0,0.0,2114380000.0,10230000.0,516000000.0,317440000.0,10000.0,317430000.0,44570000.0,1068180000.0,157960000.0,134050000.0,23910000.0,23910000.0,2023-03-31
