Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities
2687764706.0,2687764706.0,496126465000.0,496868597000.0,85546447000.0,582462851000.0,596650954000.0,85546447000.0,,85594254000.0,582462851000.0,85594254000.0,85594254000.0,58716607000.0,,,26877647000.0,26877647000.0,540409937000.0,540336904000.0,18074020000.0,,2080191000.0,496868597000.0,496868597000.0,9911102000.0,73033000.0,,,,,,73033000.0,,73033000.0,626004191000.0,29280204000.0,16689465000.0,2894430000.0,4837846000.0,1247601000.0,,1247601000.0,,248000.0,47807000.0,47807000.0,3562807000.0,,3562807000.0,0.0,3562807000.0,,,,,596723987000.0,,,587750886000.0,1554074000.0,60175000.0,,,7358852000.0,6616720000.0,742132000.0,,,2024-03-31,,,,
2687764706.0,2687764706.0,388405810000.0,392008200000.0,65757440000.0,457814320000.0,-9244140000.0,65757440000.0,39960000.0,65806120000.0,373833520000.0,65806120000.0,65806120000.0,,4455200000.0,4211200000.0,22846000000.0,22846000000.0,446758790000.0,346905530000.0,17481680000.0,6493730000.0,1382610000.0,308027400000.0,308027400000.0,9491030000.0,99853260000.0,508150000.0,83980800000.0,39960000.0,83980800000.0,906050000.0,343110000.0,6959620000.0,343110000.0,512564910000.0,421955800000.0,16514160000.0,2640040000.0,4193230000.0,2394480000.0,993200000.0,1401280000.0,0.0,270000.0,48680000.0,48680000.0,3601940000.0,-1418900000.0,5020840000.0,124860000.0,20000.0,3307670000.0,1544960000.0,43330000.0,0.0,90609120000.0,492540000.0,323210000.0,74565840000.0,1648500000.0,39750000.0,0.0,39750000.0,13539280000.0,9936890000.0,3602390000.0,1455420000.0,2146970000.0,2023-09-30,,,,
2687764706.0,2687764706.0,387658490000.0,392923800000.0,62855330000.0,455827820000.0,-9708650000.0,62855330000.0,,62904020000.0,370833380000.0,62904020000.0,62904020000.0,,2303280000.0,4095480000.0,22846000000.0,22846000000.0,449179550000.0,346752460000.0,17376580000.0,6493530000.0,1423530000.0,307929360000.0,307929360000.0,9683680000.0,102427090000.0,386440000.0,84994440000.0,,84994440000.0,903830000.0,331250000.0,,331250000.0,512083570000.0,419417790000.0,16500100000.0,2762670000.0,4300500000.0,2369950000.0,993120000.0,1376830000.0,0.0,280000.0,48690000.0,48690000.0,3644040000.0,-1351680000.0,4995720000.0,112840000.0,20000.0,3294570000.0,1544960000.0,43330000.0,0.0,92718440000.0,664250000.0,97610000.0,74434620000.0,1621100000.0,39250000.0,,,15861610000.0,10596300000.0,5265310000.0,,5265310000.0,2023-06-30,,,,
2687764706.0,2687764706.0,393774160000.0,395202810000.0,59302980000.0,454511160000.0,-1603790000.0,59302980000.0,43340000.0,59351690000.0,369333840000.0,59351690000.0,59351690000.0,,25050000.0,3979750000.0,22846000000.0,22846000000.0,445118140000.0,357197760000.0,16814560000.0,6493330000.0,634010000.0,309982150000.0,309982150000.0,10301630000.0,87920380000.0,555320000.0,85220660000.0,43340000.0,85177320000.0,879950000.0,383780000.0,338920000.0,44860000.0,504469830000.0,418153540000.0,16486820000.0,3010020000.0,5714680000.0,1738150000.0,993030000.0,745120000.0,0.0,300000.0,48710000.0,48710000.0,3679930000.0,-1324610000.0,5004540000.0,1392630000.0,20000.0,3316200000.0,252160000.0,43530000.0,0.0,86316590000.0,887420000.0,25840000.0,74794310000.0,1439240000.0,49140000.0,,49140000.0,9120640000.0,7735330000.0,1385310000.0,0.0,1385310000.0,2023-03-31,,,,
2687764706.0,2687764706.0,534951492000.0,539891871000.0,93319486000.0,633253391000.0,650914246000.0,93319486000.0,,93361520000.0,633253391000.0,93361520000.0,93361520000.0,66483873000.0,,,26877647000.0,26877647000.0,594123224000.0,594113640000.0,24942100000.0,,883599000.0,539891871000.0,539891871000.0,11041584000.0,9584000.0,,,,,,9584000.0,,9584000.0,687484744000.0,36560914000.0,17073815000.0,3019079000.0,6029982000.0,6883974000.0,,6883974000.0,,227000.0,42034000.0,42034000.0,3511803000.0,,3511803000.0,0.0,3511803000.0,,,,,650923830000.0,,,637186217000.0,1794617000.0,49471000.0,,,11893525000.0,6953146000.0,4940379000.0,,,2024-09-30 00:00:00,,,,
