Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
234.008816,0.0065,327354000.0,36000.0,36000.0,239348000.0,39660000.0,1512870000.0,327390000.0,287730000.0,-46816000.0,46816000.0,239312234.008816,239348000.0,2196491000.0,,,,,239348000.0,239348000.0,0.0,239348000.0,239348000.0,0.0,239348000.0,1566000.0,240914000.0,5764000.0,36000.0,,-46816000.0,46816000.0,281930000.0,683621000.0,643961000.0,39660000.0,39660000.0,965551000.0,1512870000.0,2478421000.0,2478421000.0,2024-03-31
0.0,0.146817,187481000.0,0.0,0.0,81287000.0,43979000.0,1095880000.0,187481000.0,143502000.0,-48227000.0,48227000.0,81287000.0,81287000.0,2314304000.0,106956579.0,106956579.0,0.76,0.76,81287000.0,81287000.0,0.0,81287000.0,81287000.0,0.0,81287000.0,13988000.0,95275000.0,3365000.0,0.0,,-48227000.0,48227000.0,140137000.0,1218424000.0,1174445000.0,43979000.0,43979000.0,1358561000.0,1095880000.0,2454441000.0,2454441000.0,2023-12-31
0.0,0.117714,268380000.0,0.0,0.0,165298000.0,36100000.0,1031818000.0,268380000.0,232280000.0,-44928000.0,44928000.0,165298000.0,165298000.0,2177877000.0,96530799.0,96530799.0,1.712386,1.712386,165298000.0,165298000.0,0.0,165298000.0,165298000.0,0.0,165298000.0,22054000.0,187352000.0,4351000.0,0.0,,-44928000.0,44928000.0,227929000.0,1146059000.0,1109959000.0,36100000.0,36100000.0,1373988000.0,1031818000.0,2405806000.0,2405806000.0,2023-09-30
0.0,0.211618,279515000.0,0.0,0.0,154176000.0,40308000.0,1227191000.0,279515000.0,239207000.0,-43647000.0,43647000.0,154176000.0,154176000.0,2255920000.0,100114286.0,100114286.0,1.54,1.54,154176000.0,154176000.0,0.0,154176000.0,154176000.0,0.0,154176000.0,41384000.0,195560000.0,4851000.0,0.0,,-43647000.0,43647000.0,234356000.0,1028729000.0,988421000.0,40308000.0,40308000.0,1263085000.0,1227191000.0,2490276000.0,2490276000.0,2023-06-30
-554693271.9,0.3,168828897.0,-1848977573.0,-1848977573.0,-1764704401.0,48933407.0,4591704948.0,-1680148676.0,-1729082083.0,-34280704.0,15239730.0,-470420099.9,-1764704401.0,2279200486.0,,,,,-1764704401.0,-1764704401.0,0.0,-1764704401.0,-1764704401.0,0.0,-1764704401.0,20382588.0,-1744321813.0,7210000.0,-1848977573.0,1841385681.0,-34280704.0,15239730.0,147945581.0,-2312504462.0,644540685.0,48933407.0,-10191995.0,-2164558881.0,4591704948.0,2427146067.0,2427146067.0,2023-03-31
,,,,,,,,,,,,,,,93053371.0,92533520.0,1.78,1.79,,,,,,,,,,,,-386000.0,,,,,,,,,,,,2022-12-31
0.0,0.146569,320791000.0,0.0,0.0,199429000.0,41581000.0,1239404000.0,320791000.0,279210000.0,-45531000.0,45531000.0,199429000.0,199429000.0,2344711000.0,97282439.0,97282439.0,2.05,2.05,199429000.0,199429000.0,0.0,199429000.0,199429000.0,0.0,199429000.0,34250000.0,233679000.0,4646000.0,0.0,,-45531000.0,45531000.0,274564000.0,1105307000.0,1063726000.0,41581000.0,41581000.0,1379871000.0,1239404000.0,2619275000.0,2619275000.0,2024-06-30 00:00:00
