Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,-2422000.0,0.0,0.0,-3003000.0,579000.0,4990000.0,-2422000.0,-3001000.0,-2000.0,2000.0,-3003000.0,-3003000.0,10361000.0,20020000.0,20020000.0,-0.15,-0.15,-3003000.0,-3003000.0,0.0,-3003000.0,,-3003000.0,0.0,-3003000.0,0.0,-3003000.0,2000.0,0.0,0.0,-2000.0,2000.0,-3004000.0,5371000.0,,579000.0,579000.0,1202000.0,1202000.0,2367000.0,4990000.0,7357000.0,7357000.0,2023-12-31
0.0,0.0,-3239000.0,0.0,0.0,-3724000.0,481000.0,3020000.0,-3239000.0,-3720000.0,-4000.0,4000.0,-3724000.0,-3724000.0,8664000.0,19600000.0,19600000.0,-0.19,-0.19,-3724000.0,-3724000.0,0.0,-3724000.0,0.0,-3724000.0,,-3724000.0,0.0,-3724000.0,1080000.0,0.0,0.0,-4000.0,4000.0,-4799000.0,5644000.0,122000.0,481000.0,481000.0,2289000.0,2289000.0,845000.0,3020000.0,3865000.0,3865000.0,2023-09-30
0.0,0.0,-1398000.0,0.0,0.0,-2036000.0,530000.0,594000.0,-1398000.0,-1928000.0,-108000.0,108000.0,-2036000.0,-2036000.0,5725000.0,20360000.0,20360000.0,-0.1,-0.1,-2036000.0,-2036000.0,0.0,-2036000.0,,-2036000.0,0.0,-2036000.0,0.0,-2036000.0,785000.0,0.0,0.0,-108000.0,108000.0,-2713000.0,5131000.0,,530000.0,530000.0,2221000.0,2221000.0,2418000.0,594000.0,3012000.0,3012000.0,2023-06-30
-619667700.0,0.3,2398962000.0,-2065559000.0,-2065559000.0,334697000.0,-13459000.0,828000.0,333403000.0,333403000.0,423000.0,313000.0,1780588300.0,334697000.0,-7445000.0,,,,,334697000.0,334697000.0,0.0,334697000.0,,334697000.0,,334697000.0,-1607000.0,333090000.0,2390919000.0,-2065559000.0,,423000.0,313000.0,4303000.0,-8273000.0,,-13459000.0,-13459000.0,-1734000.0,-2713000.0,-3970000.0,828000.0,-3142000.0,-3142000.0,2023-03-31
0.0,0.0,2027000.0,0.0,0.0,-3175000.0,5192000.0,2942000.0,2027000.0,-3165000.0,-10000.0,10000.0,-3175000.0,-3175000.0,11951000.0,19843750.0,19843750.0,-0.16,-0.16,-3175000.0,-3175000.0,0.0,-3175000.0,,-3175000.0,0.0,-3175000.0,0.0,-3175000.0,23000.0,0.0,0.0,-10000.0,10000.0,-3166000.0,9009000.0,,5192000.0,5192000.0,1606000.0,1606000.0,5843000.0,2942000.0,8785000.0,8785000.0,2022-12-31
0.0,0.0,771000.0,1000.0,1000.0,287000.0,481000.0,1390000.0,772000.0,291000.0,-4000.0,4000.0,286000.0,287000.0,6502000.0,20124260.0,20124260.0,0.01,0.01,287000.0,287000.0,0.0,287000.0,,287000.0,0.0,287000.0,0.0,287000.0,602000.0,1000.0,-1000.0,-4000.0,4000.0,-310000.0,5112000.0,,481000.0,481000.0,2859000.0,2859000.0,4802000.0,1390000.0,6192000.0,6192000.0,2024-06-30 00:00:00
