Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Other Equity Interest,Retained Earnings,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Other Intangible Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
43653060.0,43653060.0,5768680000.0,5962360000.0,16795760000.0,22760750000.0,5912720000.0,16795760000.0,16798390000.0,17632130000.0,16799450000.0,1060000.0,16798390000.0,218640000.0,218640000.0,8933720000.0,1119650000.0,25470000.0,208230000.0,833740000.0,833740000.0,52210000.0,7814070000.0,199350000.0,5128620000.0,5128620000.0,27670000.0,2122320000.0,57720000.0,2064600000.0,25733170000.0,12006380000.0,557150000.0,290720000.0,290720000.0,0.0,2630000.0,11147260000.0,11147260000.0,3811540000.0,7335720000.0,13726790000.0,495750000.0,2869630000.0,4208420000.0,6152990000.0,5959310000.0,193680000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
43653060.0,43653060.0,2377250000.0,2595300000.0,15648910000.0,18246940000.0,8985850000.0,15648910000.0,15651640000.0,16897470000.0,15651640000.0,,15651640000.0,218640000.0,218640000.0,6112170000.0,1495340000.0,38410000.0,162080000.0,1245830000.0,1245830000.0,49020000.0,4616830000.0,256930000.0,1349470000.0,1349470000.0,29130000.0,2635330000.0,70330000.0,2565000000.0,21763810000.0,8161130000.0,23350000.0,1606290000.0,1606290000.0,0.0,2730000.0,6520140000.0,6520140000.0,614410000.0,5905730000.0,13602680000.0,750150000.0,2921430000.0,3922270000.0,6008830000.0,5790780000.0,218050000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
43653060.0,43653060.0,4958370000.0,5063440000.0,14891600000.0,19958220000.0,9193430000.0,14891600000.0,14894780000.0,16744660000.0,14894780000.0,,14894780000.0,218640000.0,218640000.0,8610620000.0,2101480000.0,38410000.0,162600000.0,1849880000.0,1849880000.0,50590000.0,6509140000.0,211120000.0,3213560000.0,3213560000.0,18600000.0,2652980000.0,35300000.0,2617680000.0,23505400000.0,7802830000.0,16420000.0,1604690000.0,1604690000.0,0.0,3180000.0,6169920000.0,6169920000.0,178680000.0,5991240000.0,15702570000.0,628930000.0,3239010000.0,4047040000.0,7787590000.0,7682520000.0,105070000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
