Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
1125.291454,0.375097,238649000.0,3000.0,3000.0,124625000.0,34160000.0,424661000.0,238652000.0,204492000.0,-5061000.0,5061000.0,124623125.291454,124625000.0,810379000.0,,,,,124625000.0,124625000.0,0.0,124625000.0,124625000.0,124625000.0,74806000.0,199431000.0,8789000.0,3000.0,-5061000.0,5061000.0,195700000.0,385718000.0,191686000.0,34160000.0,34160000.0,581418000.0,424661000.0,1006079000.0,1006079000.0,2024-03-31,
151719.730413,0.262491,221873000.0,578000.0,578000.0,134487000.0,32768000.0,390234000.0,222451000.0,189683000.0,-7330000.0,7330000.0,134060719.730413,134487000.0,700794000.0,15991320.0,15991320.0,8.41,8.41,134487000.0,134487000.0,0.0,134487000.0,134487000.0,134487000.0,47866000.0,182353000.0,3637000.0,578000.0,-7330000.0,7330000.0,185468000.0,310560000.0,111151000.0,32768000.0,32768000.0,496028000.0,390234000.0,886262000.0,886262000.0,2023-12-31,
9031.108047,0.215026,216511000.0,42000.0,42000.0,141183000.0,33672000.0,387724000.0,216553000.0,182881000.0,-3024000.0,3024000.0,141150031.108047,141183000.0,693206000.0,16265323.0,16265323.0,8.68,8.68,141183000.0,141183000.0,0.0,141183000.0,141183000.0,141183000.0,38674000.0,179857000.0,11731000.0,42000.0,-3024000.0,3024000.0,171108000.0,305482000.0,118371000.0,33672000.0,33672000.0,476590000.0,387724000.0,864314000.0,864314000.0,2023-09-30,
1557.59733,0.1947,221114000.0,8000.0,8000.0,144793000.0,39165000.0,370587000.0,221122000.0,181957000.0,-2157000.0,2157000.0,144786557.59733,144793000.0,668096000.0,16323901.0,16323901.0,8.87,8.87,144793000.0,144793000.0,0.0,144793000.0,144793000.0,144793000.0,35007000.0,179800000.0,13957000.0,,-2157000.0,2157000.0,167992000.0,297509000.0,99945000.0,39165000.0,39165000.0,465501000.0,370587000.0,836088000.0,836088000.0,2023-06-30,
-2192960.837342,0.121723,237973000.0,-18016000.0,-18016000.0,160102000.0,38942000.0,396362000.0,219957000.0,181015000.0,-3389000.0,-1276000.0,175925039.162658,160102000.0,695518000.0,,,,,160102000.0,160102000.0,0.0,160102000.0,160102000.0,160102000.0,22189000.0,182291000.0,-21263000.0,-20012000.0,-3389000.0,-1276000.0,189236000.0,299156000.0,-90347000.0,38942000.0,36824000.0,488392000.0,396362000.0,884754000.0,884754000.0,2023-03-31,
,,,,,,,,,,,,,,,16325424.0,16325424.0,8.26,8.26,,,,,,,,,,2000.0,,,,,,,,,,,,2022-12-31,
1052.915036,0.263229,209337000.0,4000.0,4000.0,116555000.0,42863000.0,410389000.0,209341000.0,166478000.0,-8281000.0,8281000.0,116552052.915036,116555000.0,816654000.0,15988340.0,15988340.0,7.29,7.29,116555000.0,116555000.0,0.0,116555000.0,116555000.0,116555000.0,41642000.0,158197000.0,4792000.0,4000.0,-8281000.0,8281000.0,161682000.0,406265000.0,149748000.0,42863000.0,42863000.0,567947000.0,410389000.0,978336000.0,978336000.0,2024-06-30 00:00:00,-4000.0
