Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
13509802.0,13509802.0,3157833000.0,3329108000.0,2588326000.0,5910475000.0,664813000.0,2588326000.0,13138000.0,2594505000.0,3757468000.0,2594505000.0,2594505000.0,2459870000.0,,,134635000.0,134635000.0,3707418000.0,1261071000.0,,,64291000.0,1175280000.0,12317000.0,1162963000.0,10822000.0,2446347000.0,148255000.0,2153828000.0,821000.0,2153007000.0,,2025000.0,68532000.0,,,68532000.0,6301923000.0,3190763000.0,288022000.0,,,251788000.0,251788000.0,123865000.0,6179000.0,6179000.0,2520909000.0,,2520909000.0,865729000.0,1655180000.0,,,,,3111160000.0,408781000.0,,,,1664602000.0,,,,13791000.0,584034000.0,,,439952000.0,281815000.0,158137000.0,,2024-03-31
13508600.0,13508600.0,2336633000.0,2664200000.0,2625052000.0,5281006000.0,792844000.0,2625052000.0,13441000.0,2630247000.0,3334832000.0,2630247000.0,2630247000.0,2495935000.0,,,134312000.0,134312000.0,2899406000.0,790378000.0,,,56576000.0,717444000.0,12859000.0,704585000.0,5680000.0,2109028000.0,9851000.0,1946756000.0,582000.0,1946174000.0,,3578000.0,66823000.0,,,66823000.0,5529653000.0,2627781000.0,278753000.0,,,192349000.0,192349000.0,123865000.0,5195000.0,5195000.0,2027619000.0,,2027619000.0,358503000.0,1669116000.0,,,,,2901872000.0,350481000.0,,,,1502491000.0,,,,37296000.0,482001000.0,,,529603000.0,215477000.0,314126000.0,,2023-09-30
13508600.0,13508600.0,1542128000.0,1758120000.0,2442901000.0,4191880000.0,452490000.0,2442901000.0,13349000.0,2447109000.0,2712061000.0,2447109000.0,2447109000.0,2317513000.0,1647518000.0,551173000.0,129597000.0,129597000.0,1985663000.0,343182000.0,1000.0,5078000.0,50135000.0,277290000.0,12338000.0,264952000.0,,1642481000.0,18712000.0,1480830000.0,1011000.0,1479819000.0,3578000.0,,88281000.0,24166000.0,8046000.0,56069000.0,4432772000.0,2337801000.0,191290000.0,214120000.0,114000.0,136848000.0,136848000.0,124350000.0,4208000.0,4208000.0,1851492000.0,-356615000.0,2208107000.0,161816000.0,1689676000.0,1085079000.0,717483000.0,243729000.0,0.0,2094971000.0,60145000.0,0.0,8059000.0,169325000.0,1160827000.0,1117966000.0,42861000.0,56088000.0,41525000.0,264165000.0,-675000.0,264840000.0,334837000.0,132194000.0,202643000.0,202643000.0,2023-03-31
