Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Inventories,Other Receivables
24939933.0,24939933.0,622619000.0,652237000.0,1944649000.0,2746109000.0,83341000.0,1944649000.0,1481000.0,2095353000.0,2673019000.0,2095353000.0,2095353000.0,1845954000.0,,,249399000.0,249399000.0,1677318000.0,606930000.0,5806000.0,,579074000.0,1408000.0,577666000.0,22050000.0,1070388000.0,32247000.0,73163000.0,73000.0,73090000.0,,4941000.0,647845000.0,,,647845000.0,3772671000.0,2618942000.0,47537000.0,,125517000.0,3719000.0,3719000.0,150704000.0,4194000.0,146510000.0,2291465000.0,,2291465000.0,58891000.0,2232574000.0,,,,,1153729000.0,174232000.0,,,440820000.0,,,,3621000.0,455797000.0,,,79259000.0,51122000.0,28137000.0,,2024-03-31,,
24939933.0,24939933.0,698418000.0,713522000.0,1885983000.0,2747947000.0,24152000.0,1885983000.0,2381000.0,2036806000.0,2646064000.0,2036806000.0,2036806000.0,1787407000.0,,,249399000.0,249399000.0,1798834000.0,636081000.0,5806000.0,,611566000.0,2308000.0,609258000.0,18709000.0,1162753000.0,39497000.0,101956000.0,73000.0,101883000.0,,5388000.0,657317000.0,,,657317000.0,3835640000.0,2648735000.0,29526000.0,,138146000.0,3749000.0,,150823000.0,4313000.0,146510000.0,2326491000.0,,2326491000.0,67683000.0,2258808000.0,,,,,1186905000.0,240562000.0,,,469666000.0,,,,11949000.0,429387000.0,,,35341000.0,22618000.0,12723000.0,,2023-09-30,,
24939933.0,24939933.0,992858000.0,1011438000.0,1830615000.0,2991223000.0,48273000.0,1830615000.0,2760000.0,1982545000.0,2658601000.0,1982545000.0,1982545000.0,1733146000.0,1514619000.0,199481000.0,249399000.0,249399000.0,2027239000.0,702686000.0,5787000.0,18476000.0,678423000.0,2367000.0,676056000.0,18476000.0,1324553000.0,1000.0,333015000.0,393000.0,332622000.0,3202000.0,3201000.0,967779000.0,141456000.0,4927000.0,821396000.0,4009784000.0,2636958000.0,-12000.0,69861000.0,152359000.0,3900000.0,3900000.0,151930000.0,5420000.0,146510000.0,2258920000.0,-550465000.0,2809385000.0,113341000.0,2386000.0,1982501000.0,497625000.0,213532000.0,0.0,1372826000.0,72178000.0,8531000.0,194774000.0,528390000.0,173691000.0,119962000.0,234737000.0,13859000.0,521597000.0,0.0,521597000.0,33497000.0,17677000.0,15820000.0,15820000.0,2023-03-31,,
