Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Preferred Stock Dividends,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,-1644500000.0,0.0,0.0,-2388500000.0,141800000.0,6471500000.0,-1644500000.0,-1786300000.0,-602200000.0,602200000.0,-2388500000.0,-2388500000.0,7892900000.0,,,,,-2388500000.0,-2388500000.0,0.0,,-2388500000.0,-2388500000.0,-2388500000.0,0.0,-2388500000.0,92600000.0,0.0,-602200000.0,602200000.0,-1880100000.0,1421400000.0,650500000.0,141800000.0,141800000.0,-458700000.0,6471500000.0,6012800000.0,6012800000.0,2024-03-31
0.0,0.0,-304100000.0,0.0,0.0,-1012500000.0,135900000.0,2049000000.0,-304100000.0,-440000000.0,-572500000.0,572500000.0,-1012500000.0,-1012500000.0,3159200000.0,960886938.0,960886938.0,-1.05,-1.05,-1012500000.0,-1012500000.0,0.0,,-1012500000.0,-1012500000.0,-1012500000.0,0.0,-1012500000.0,126400000.0,0.0,-572500000.0,572500000.0,-570800000.0,1110200000.0,426200000.0,135900000.0,135900000.0,539400000.0,2049000000.0,2588400000.0,2588400000.0,2023-12-31
0.0,0.0,-433900000.0,0.0,0.0,-1260100000.0,133200000.0,2012300000.0,-433900000.0,-567100000.0,-693000000.0,693000000.0,-1260100000.0,-1260100000.0,3125800000.0,958414897.0,958414897.0,-1.31,-1.31,-1260100000.0,-1260100000.0,0.0,,-1260100000.0,-1260100000.0,-1260100000.0,0.0,-1260100000.0,96100000.0,0.0,-693000000.0,693000000.0,-661100000.0,1113500000.0,323300000.0,133200000.0,133200000.0,452400000.0,2012300000.0,2464700000.0,2464700000.0,2023-09-30
0.0,0.0,-361600000.0,0.0,0.0,-1028100000.0,120300000.0,1304800000.0,-361600000.0,-481900000.0,-546200000.0,546200000.0,-1028100000.0,-1028100000.0,2180100000.0,951462283.0,951462283.0,-1.08,-1.08,-1028100000.0,-1028100000.0,0.0,0.0,-1028100000.0,-1028100000.0,-1028100000.0,0.0,-1028100000.0,129900000.0,0.0,-546200000.0,546200000.0,-609700000.0,875300000.0,271300000.0,120300000.0,120300000.0,265600000.0,1304800000.0,1570400000.0,1570400000.0,2023-06-30
0.0,0.0,46078000.0,-78000.0,-78000.0,-720000000.0,134300000.0,6592000000.0,46000000.0,-88300000.0,-631700000.0,631700000.0,-719922000.0,-720000000.0,7947542000.0,,,,,-720000000.0,-720000000.0,0.0,,-720000000.0,-720000000.0,-720000000.0,0.0,-720000000.0,97920000.0,-78000.0,-631700000.0,631700000.0,-194942000.0,1355542000.0,500342000.0,134300000.0,134300000.0,1160600000.0,6592000000.0,7752600000.0,7752600000.0,2023-03-31
,,,,,,,,,,,,,,,942043011.0,942043011.0,-0.93,-0.93,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.0,21900000.0,-264700000.0,-264700000.0,-913100000.0,138800000.0,4635900000.0,-242800000.0,-381600000.0,-531500000.0,531500000.0,-648400000.0,-913100000.0,5464800000.0,960886938.0,960886938.0,-0.95,-0.95,-913100000.0,-913100000.0,0.0,,-913100000.0,-913100000.0,-913100000.0,0.0,-913100000.0,150400000.0,-264700000.0,-531500000.0,531500000.0,-265000000.0,828900000.0,231400000.0,138800000.0,138800000.0,563900000.0,4635900000.0,5199800000.0,5199800000.0,2024-06-30 00:00:00
