Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.234582,1286041000.0,0.0,0.0,1155248000.0,107240000.0,3922511000.0,1286041000.0,1178801000.0,-564225000.0,8095000.0,,1155248000.0,1155248000.0,7383991000.0,,,,,1155248000.0,1155248000.0,0.0,1155248000.0,0.0,1155248000.0,0.0,1155248000.0,274626000.0,1170706000.0,1067540000.0,0.0,-564225000.0,8095000.0,,667391000.0,3461480000.0,905135000.0,107240000.0,107240000.0,4128871000.0,3922511000.0,8051382000.0,8051382000.0,2024-03-31
0.0,0.261701,805692000.0,0.0,0.0,633489000.0,84641000.0,4812088000.0,805692000.0,721051000.0,-6663000.0,6663000.0,,633489000.0,633489000.0,8260337000.0,560609735.0,560609735.0,1.13,1.13,633489000.0,633489000.0,0.0,633489000.0,0.0,633489000.0,0.0,633489000.0,186956000.0,714388000.0,305002000.0,0.0,-6663000.0,6663000.0,,416049000.0,3448249000.0,763687000.0,84641000.0,84641000.0,3864298000.0,4812088000.0,8676386000.0,8676386000.0,2023-12-31
0.0,0.240947,1423223000.0,0.0,0.0,1274590000.0,82766000.0,3678528000.0,1423223000.0,1340457000.0,-4190000.0,4190000.0,,1274590000.0,1274590000.0,6995649000.0,561493392.0,561493392.0,2.27,2.27,1274590000.0,1274590000.0,0.0,1274590000.0,0.0,1274590000.0,,1274590000.0,321970000.0,1336267000.0,438015000.0,0.0,-4190000.0,4190000.0,,902442000.0,3317121000.0,786351000.0,82766000.0,82766000.0,4219563000.0,3678528000.0,7898091000.0,7898091000.0,2023-09-30
0.0,0.254198,1647342000.0,0.0,0.0,1389251000.0,75358000.0,4550007000.0,1647342000.0,1571984000.0,544620000.0,11510000.0,556130000.0,1389251000.0,1389251000.0,7547960000.0,687748020.0,687748020.0,2.02,2.02,1389251000.0,1389251000.0,0.0,1389251000.0,0.0,1389251000.0,0.0,1389251000.0,396670000.0,1560474000.0,381088000.0,0.0,544620000.0,11510000.0,556130000.0,634766000.0,2997953000.0,565187000.0,75358000.0,75358000.0,3632719000.0,4550007000.0,8182726000.0,8182726000.0,2023-06-30
3494611.447657,0.232015,2102930000.0,15062000.0,15062000.0,1901788000.0,70931000.0,4815405000.0,2117992000.0,2047061000.0,696760000.0,4250000.0,,1890220611.447657,1901788000.0,7145591000.0,,,,,1901788000.0,1901788000.0,0.0,1901788000.0,0.0,1901788000.0,0.0,1901788000.0,473963000.0,2042811000.0,-967271000.0,-22568000.0,696760000.0,4250000.0,,1637469000.0,2330186000.0,-528815000.0,70931000.0,56994000.0,3967655000.0,4815405000.0,8783060000.0,8783060000.0,2023-03-31
,,,,,,,,,,,,,,,,555700000.0,555700000.0,0.29,0.29,,,,,,,0.0,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.256359,898823000.0,0.0,0.0,915971000.0,98438000.0,2617076000.0,898823000.0,800385000.0,-7765000.0,7765000.0,,915971000.0,915971000.0,5826564000.0,561945399.0,561945399.0,1.63,1.63,915971000.0,915971000.0,0.0,915971000.0,0.0,915971000.0,0.0,915971000.0,203195000.0,792620000.0,388671000.0,0.0,-7765000.0,7765000.0,,411714000.0,3209488000.0,691236000.0,98438000.0,98438000.0,3621202000.0,2617076000.0,6238278000.0,6238278000.0,2024-06-30 00:00:00
