Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14922525.0,14922525.0,1655011000.0,4059575000.0,14026665000.0,16573278000.0,8115104000.0,14026665000.0,1585188000.0,14098891000.0,15364412000.0,14108668000.0,9777000.0,14098891000.0,13949666000.0,,,149225000.0,149225000.0,8099506000.0,3573640000.0,,158658000.0,2647260000.0,1381739000.0,1265521000.0,72486000.0,4525866000.0,551204000.0,1412315000.0,203449000.0,1208866000.0,,130988000.0,2222443000.0,,,70071000.0,2152372000.0,22208174000.0,9567204000.0,628432000.0,,,420529000.0,420529000.0,,356473000.0,,356473000.0,,72226000.0,4666000.0,67560000.0,8054697000.0,,8054697000.0,381122000.0,7673575000.0,,,,,12640970000.0,572576000.0,,,5958745000.0,,,,,,39057000.0,4636596000.0,,,1433996000.0,614620000.0,819376000.0,,,2024-03-31
14922525.0,14922525.0,2164361000.0,3886065000.0,13350958000.0,15829003000.0,8207837000.0,13350958000.0,1483432000.0,13426370000.0,15133872000.0,13434469000.0,8099000.0,13426370000.0,13277145000.0,,,149225000.0,149225000.0,7892713000.0,3837212000.0,59165000.0,156739000.0,2903446000.0,1195944000.0,1707502000.0,,4055501000.0,480640000.0,982619000.0,287488000.0,695131000.0,,144368000.0,2248777000.0,,,4730000.0,2244047000.0,21327182000.0,9063844000.0,487869000.0,,,360649000.0,360649000.0,,315663000.0,,315663000.0,0.0,75412000.0,7852000.0,67560000.0,7785426000.0,,7785426000.0,277025000.0,7508401000.0,,,,,12263338000.0,552231000.0,,,6742308000.0,,,,,,45812000.0,4394212000.0,,,528775000.0,290503000.0,238272000.0,,,2023-09-30
14922525.0,14922525.0,1687427000.0,3511157000.0,13063835000.0,15029149000.0,8169027000.0,13063835000.0,1624162000.0,13142154000.0,14745441000.0,13149676000.0,7522000.0,13142154000.0,36595000.0,8936266000.0,644896000.0,149225000.0,149225000.0,7604034000.0,3889975000.0,61570000.0,153467000.0,2952325000.0,1349038000.0,1603287000.0,61570000.0,3714059000.0,521989000.0,558832000.0,275124000.0,283708000.0,15853000.0,122386000.0,2673378000.0,234901000.0,5519000.0,177663000.0,2255295000.0,20753710000.0,8870624000.0,258046000.0,328021000.0,18543000.0,18925000.0,14643000.0,4282000.0,263674000.0,263674000.0,10229000.0,0.0,78319000.0,10759000.0,67560000.0,8130455000.0,-5524153000.0,13654608000.0,385248000.0,140402000.0,8000960000.0,4719280000.0,408718000.0,0.0,11883086000.0,492284000.0,16519000.0,549120000.0,6560497000.0,66713000.0,3882293000.0,555675000.0,2055816000.0,98911000.0,54139000.0,4334243000.0,-110131000.0,4444374000.0,269657000.0,70089000.0,199568000.0,45121000.0,154447000.0,2023-03-31
