Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
242368716.0,242368716.0,8421260000.0,13150640000.0,29738570000.0,44487700000.0,8227550000.0,29738570000.0,918380000.0,32255440000.0,32945150000.0,32255440000.0,,32255440000.0,32013070000.0,,,242370000.0,242370000.0,22954380000.0,2131450000.0,,230960000.0,1521690000.0,831980000.0,689710000.0,378800000.0,20822930000.0,261310000.0,11628950000.0,86400000.0,11542550000.0,118360000.0,7551350000.0,,,56090000.0,7495260000.0,55209820000.0,26159340000.0,1441480000.0,,371040000.0,,382180000.0,382180000.0,2516870000.0,2516870000.0,21156290000.0,,21156290000.0,2595430000.0,18560860000.0,,,,,29050480000.0,2293820000.0,,,,13005450000.0,,,,,,9858330000.0,,,3892880000.0,81880000.0,3811000000.0,,,2024-03-31,
242368716.0,242368716.0,9894780000.0,13798690000.0,26919570000.0,42523880000.0,7232620000.0,26919570000.0,948950000.0,29674140000.0,30650540000.0,29674140000.0,,29674140000.0,29431770000.0,,,242370000.0,242370000.0,22974350000.0,2283890000.0,,113160000.0,1841870000.0,865470000.0,976400000.0,328860000.0,20690460000.0,159690000.0,11956820000.0,83480000.0,11873340000.0,112590000.0,7397620000.0,,,104520000.0,7293100000.0,52648490000.0,24725410000.0,1168890000.0,,132040000.0,,378340000.0,378340000.0,2754570000.0,2754570000.0,20065230000.0,,20065230000.0,2190690000.0,17874540000.0,,,,,27923080000.0,1828090000.0,,,,12796130000.0,,,,,,10157300000.0,,,3141560000.0,186600000.0,2954960000.0,,,2023-09-30,
242042756.0,242042756.0,7670650000.0,11362350000.0,25440150000.0,38935310000.0,7606470000.0,25440150000.0,776130000.0,28349090000.0,29835530000.0,28349090000.0,0.0,28349090000.0,180220000.0,22301800000.0,1501050000.0,242040000.0,242040000.0,20696550000.0,2561540000.0,292560000.0,76520000.0,2192460000.0,706020000.0,1486440000.0,292560000.0,18135010000.0,87470000.0,9169890000.0,70110000.0,9099780000.0,146160000.0,8600340000.0,646530000.0,5630000.0,126930000.0,7821250000.0,49045640000.0,23304160000.0,1315170000.0,1463210000.0,14280000.0,212100000.0,212100000.0,212100000.0,2908940000.0,2908940000.0,18594090000.0,-8611370000.0,27205460000.0,2280440000.0,533950000.0,15473810000.0,8053600000.0,863660000.0,0.0,25741480000.0,1602390000.0,5490000.0,212330000.0,1502820000.0,11494100000.0,501710000.0,5126170000.0,1407340000.0,4458880000.0,125750000.0,9485420000.0,-288370000.0,9773790000.0,2915570000.0,244000000.0,2915570000.0,1380000000.0,1535570000.0,2023-03-31,
