Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Net Debt,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Other Inventories
183025364.0,183025364.0,1566900000.0,62937000000.0,68520600000.0,21443600000.0,62937000000.0,1033600000.0,67987300000.0,68247200000.0,67987300000.0,67987300000.0,67804300000.0,,,183000000.0,183000000.0,21790300000.0,4539700000.0,784500000.0,,906200000.0,1010600000.0,750700000.0,259900000.0,1838400000.0,17250600000.0,3188100000.0,556300000.0,282900000.0,273400000.0,1327700000.0,8564500000.0,,,0.0,8564500000.0,89777600000.0,51083400000.0,2714100000.0,,17000000.0,3740100000.0,3740100000.0,5050300000.0,692300000.0,4358000000.0,39430800000.0,,39430800000.0,6255200000.0,33175600000.0,,,,,38694200000.0,2223600000.0,,,19484400000.0,,,,,11358400000.0,,,5627800000.0,4644400000.0,983400000.0,,2024-03-31,,,
170812500.0,170812500.0,1079000000.0,55706300000.0,56766400000.0,21524100000.0,55706300000.0,913800000.0,56601200000.0,56697600000.0,56601200000.0,56601200000.0,56430400000.0,,,170800000.0,170800000.0,22035000000.0,3796400000.0,774600000.0,,737400000.0,747100000.0,650700000.0,96400000.0,1537300000.0,18238600000.0,3608900000.0,331900000.0,263100000.0,68800000.0,1562400000.0,10540100000.0,,,97100000.0,10443000000.0,78636200000.0,38873500000.0,1477800000.0,,12100000.0,3784600000.0,3784600000.0,894900000.0,620500000.0,274400000.0,32629800000.0,,32629800000.0,2822300000.0,29807500000.0,,,,,39762700000.0,2798400000.0,,,17610700000.0,,,,870600000.0,11261900000.0,,,7221100000.0,6063900000.0,1157200000.0,,2023-09-30,,,
170812500.0,170812500.0,1068100000.0,52325700000.0,53157600000.0,19561900000.0,52325700000.0,902900000.0,52992400000.0,53088800000.0,52992400000.0,52992400000.0,52821600000.0,44464600000.0,311900000.0,170800000.0,170800000.0,18246100000.0,3727400000.0,830100000.0,830100000.0,731500000.0,731400000.0,635000000.0,96400000.0,1434400000.0,14518700000.0,1112400000.0,336700000.0,267900000.0,68800000.0,1416200000.0,10874300000.0,2485600000.0,30600000.0,787400000.0,7570700000.0,71238500000.0,37157900000.0,1235700000.0,1423300000.0,8900000.0,2616700000.0,2616700000.0,666700000.0,666700000.0,,31378000000.0,-19636100000.0,51014100000.0,2481000000.0,28897000000.0,35516300000.0,10784700000.0,2232100000.0,0.0,34080600000.0,85500000.0,39600000.0,1353800000.0,17021900000.0,6508900000.0,3334500000.0,7178500000.0,4048200000.0,8865600000.0,-36900000.0,8902500000.0,2666000000.0,1717300000.0,948700000.0,948700000.0,2023-03-31,,,
