Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Derivative Product Liabilities
9376900.0,687613926.0,696990826.0,6375350000.0,15332280000.0,6470150000.0,45127120000.0,-1034840000.0,6470150000.0,7209190000.0,37004030000.0,37046200000.0,37007870000.0,3840000.0,37004030000.0,30034120000.0,,,,6969910000.0,6969910000.0,23822500000.0,7413970000.0,187790000.0,1470380000.0,5755800000.0,5713630000.0,42170000.0,,16408530000.0,1056960000.0,205090000.0,9576480000.0,1495560000.0,8080920000.0,466890000.0,,3055810000.0,,,,3055810000.0,60830370000.0,45456680000.0,2086100000.0,,,2920610000.0,,,940010000.0,940010000.0,70000.0,,30533880000.0,648980000.0,29884900000.0,8167220000.0,,8167220000.0,170910000.0,7996310000.0,,,,15373690000.0,1486160000.0,,,,,3001400000.0,,8606780000.0,,,2279350000.0,531610000.0,1747740000.0,,2024-03-31,
13956067.0,683034759.0,696990826.0,7929360000.0,15145290000.0,6116550000.0,45521140000.0,-579910000.0,6116550000.0,6320790000.0,36696640000.0,37318660000.0,36700160000.0,3520000.0,36696640000.0,29726730000.0,,,,6969910000.0,6969910000.0,23320730000.0,7151360000.0,,1384720000.0,5590680000.0,4968660000.0,622020000.0,175960000.0,16169370000.0,1241000000.0,125520000.0,9554610000.0,1352130000.0,8202480000.0,,567130000.0,2497600000.0,,,,2497600000.0,60020890000.0,44431430000.0,2109710000.0,,,2880520000.0,,,853390000.0,853390000.0,70000.0,70000.0,30580090000.0,822490000.0,29757600000.0,7181730000.0,,7181730000.0,66620000.0,7115110000.0,,,,15589460000.0,1794780000.0,,,,,2995050000.0,,8472490000.0,,,2327140000.0,1432000000.0,895140000.0,,2023-09-30,
15589182.0,681401644.0,696990826.0,6621230000.0,13931600000.0,3203600000.0,41938210000.0,-1514050000.0,3203600000.0,5661840000.0,33668450000.0,35062110000.0,33671950000.0,3500000.0,33668450000.0,651660000.0,1158140000.0,17425980000.0,2251220000.0,6969910000.0,6969910000.0,22971740000.0,7375200000.0,137030000.0,1195980000.0,5860810000.0,4467150000.0,1393660000.0,137030000.0,15596540000.0,828870000.0,0.0,8070790000.0,1194690000.0,6876100000.0,826430000.0,826430000.0,5158090000.0,2159990000.0,40210000.0,643430000.0,2314460000.0,56643690000.0,42561200000.0,124030000.0,555390000.0,791940000.0,2948060000.0,0.0,115590000.0,488400000.0,488400000.0,87990000.0,87990000.0,30464850000.0,1015090000.0,29449760000.0,6731790000.0,-5302550000.0,12034340000.0,34240000.0,703650000.0,4159810000.0,7136640000.0,0.0,14082490000.0,82360000.0,0.0,113580000.0,-92990000.0,1035630000.0,3602960000.0,275210000.0,6800470000.0,-515500000.0,7315970000.0,2244030000.0,595500000.0,1648530000.0,1648530000.0,2023-03-31,
