Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
420521.0,49826038.0,50246559.0,10648500000.0,10659600000.0,9791400000.0,20493400000.0,2868300000.0,9791400000.0,9400000.0,9843200000.0,16030400000.0,9843200000.0,9843200000.0,9340700000.0,,,502500000.0,502500000.0,17446100000.0,6746100000.0,,364700000.0,6190600000.0,3400000.0,6187200000.0,190800000.0,10700000000.0,372300000.0,4469000000.0,6000000.0,4463000000.0,,145700000.0,4265800000.0,,,,4265800000.0,27289300000.0,13721000000.0,1153100000.0,,7500000.0,274900000.0,274900000.0,51800000.0,51800000.0,12233700000.0,,12233700000.0,2185500000.0,10048200000.0,,,,,13568300000.0,1237500000.0,,,,6694200000.0,,,,,86700000.0,4484000000.0,,,1065900000.0,1064200000.0,1700000.0,,2024-03-31
173041.0,50073518.0,50246559.0,9310400000.0,9329800000.0,9635300000.0,18983100000.0,1459200000.0,9635300000.0,18100000.0,9671400000.0,13929900000.0,9671400000.0,9671400000.0,9168900000.0,,,502500000.0,502500000.0,14273800000.0,4588100000.0,,326000000.0,4262100000.0,3600000.0,4258500000.0,,9685700000.0,214700000.0,5067700000.0,14500000.0,5053200000.0,,319800000.0,2497100000.0,,,0.0,2497100000.0,23945200000.0,12800300000.0,1285700000.0,,7500000.0,346600000.0,346600000.0,36100000.0,36100000.0,11124400000.0,,11124400000.0,1968900000.0,9155500000.0,,,,,11144900000.0,1122400000.0,,,,5060400000.0,,,,,88500000.0,4168100000.0,,,705500000.0,704200000.0,1300000.0,,2023-09-30
35427.0,45011132.0,45046559.0,8235300000.0,8263300000.0,8798100000.0,17068700000.0,1744000000.0,8798100000.0,26000000.0,8831400000.0,12226700000.0,8831400000.0,8831400000.0,234000000.0,4516400000.0,1317700000.0,450500000.0,450500000.0,12774200000.0,3852800000.0,-100000.0,347000000.0,3404800000.0,9500000.0,3395300000.0,,8921400000.0,4000000.0,4858500000.0,16500000.0,4842000000.0,451500000.0,233100000.0,2946700000.0,672100000.0,2000000.0,0.0,2272600000.0,21605600000.0,10940200000.0,1139400000.0,1449300000.0,7500000.0,7500000.0,7500000.0,33300000.0,33300000.0,9450100000.0,-4507000000.0,13957100000.0,2229800000.0,925100000.0,7694300000.0,2689100000.0,418800000.0,0.0,10665400000.0,10500000.0,0.0,277700000.0,591400000.0,5133600000.0,2423800000.0,943400000.0,1766400000.0,335300000.0,718100000.0,3528200000.0,-32200000.0,3560400000.0,70600000.0,68600000.0,2000000.0,2000000.0,2023-03-31
