Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Prepaid Assets,Receivables,Taxes Receivable,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Cash Cash Equivalents And Federal Funds Sold
392832211.0,392832211.0,424534800000.0,471607000000.0,106318100000.0,573361900000.0,106318100000.0,106369900000.0,573361900000.0,120564400000.0,14194500000.0,106369900000.0,105606800000.0,,,763100000.0,763100000.0,503647200000.0,335300000.0,471607000000.0,2243600000.0,,,76800000.0,2166800000.0,624211600000.0,56292400000.0,56292400000.0,54715500000.0,,,2959000000.0,51800000.0,51800000.0,6564100000.0,,6564100000.0,518300000.0,6045800000.0,,,,,1320700000.0,1977000000.0,42457200000.0,,,2024-03-31,
392406888.0,392406888.0,361791900000.0,407677500000.0,99078500000.0,502860800000.0,99078500000.0,99107600000.0,502860800000.0,112186200000.0,13078600000.0,99107600000.0,98345300000.0,,,762300000.0,762300000.0,441278700000.0,156600000.0,407677500000.0,3203500000.0,583800000.0,,401400000.0,2218300000.0,553464900000.0,47237300000.0,47237300000.0,45563800000.0,,,2959700000.0,29100000.0,29100000.0,5670100000.0,,5670100000.0,346500000.0,5323600000.0,,,,,1494500000.0,1321600000.0,41961300000.0,,,2023-09-30,
391681100.0,391681100.0,337609700000.0,400174100000.0,89886800000.0,485960400000.0,89886800000.0,89920600000.0,485960400000.0,102021400000.0,12100800000.0,89920600000.0,96500000.0,30277000000.0,36702300000.0,760900000.0,760900000.0,427991800000.0,423700000.0,400174100000.0,14982600000.0,12500100000.0,51300000.0,458200000.0,1973000000.0,530013200000.0,50439200000.0,50439200000.0,23607400000.0,24596000000.0,574900000.0,2960400000.0,33800000.0,33800000.0,5901300000.0,-2138800000.0,8040100000.0,274000000.0,57600000.0,3631100000.0,245500000.0,3831900000.0,1832000000.0,6120000000.0,2506500000.0,58430100000.0,7999700000.0,1664700000.0,2023-03-31,
