Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-970278.25007,0.085008,490032000.0,-11414000.0,-11414000.0,375736200.0,63302000.0,1150735000.0,478618000.0,415316000.0,-4671000.0,4671000.0,386179921.74993,375736200.0,1985401000.0,,,,,375736200.0,375736200.0,0.0,375736200.0,375736200.0,0.0,375736200.0,34908000.0,410645000.0,13312000.0,-11414000.0,-4671000.0,4671000.0,413417000.0,834666000.0,583704000.0,63302000.0,63302000.0,1248083000.0,1150735000.0,2398818000.0,2398818000.0,2024-03-31
0.0,0.279712,497683000.0,0.0,0.0,313346000.0,55566000.0,1091600000.0,497683000.0,442117000.0,-7088000.0,7088000.0,313346000.0,313346000.0,1723315000.0,16946782.0,16946782.0,18.49,18.49,313346000.0,313346000.0,0.0,313346000.0,313346000.0,0.0,313346000.0,121683000.0,435029000.0,19647000.0,0.0,-7088000.0,7088000.0,422471000.0,631715000.0,385804000.0,55566000.0,55566000.0,1054186000.0,1091600000.0,2145786000.0,2145786000.0,2023-12-31
0.0,0.266492,491609000.0,0.0,0.0,317518000.0,52607000.0,1244952000.0,491609000.0,439002000.0,-6126000.0,6126000.0,317518000.0,317518000.0,1919452000.0,16952376.0,16952376.0,18.73,18.73,317518000.0,317518000.0,0.0,317518000.0,317518000.0,0.0,317518000.0,115358000.0,432876000.0,19053000.0,0.0,-6126000.0,6126000.0,419949000.0,674500000.0,435321000.0,52607000.0,52607000.0,1094449000.0,1244952000.0,2339401000.0,2339401000.0,2023-09-30
0.0,0.23827,422965000.0,0.0,0.0,277803000.0,51172000.0,1254003000.0,422965000.0,371793000.0,-7094000.0,7094000.0,277803000.0,277803000.0,1890280000.0,16949542.0,16949542.0,16.39,16.39,277803000.0,277803000.0,0.0,277803000.0,277803000.0,,277803000.0,86897000.0,364699000.0,5254000.0,0.0,-7094000.0,7094000.0,366540000.0,636277000.0,399068000.0,51172000.0,51172000.0,1002817000.0,1254003000.0,2256820000.0,2256820000.0,2023-06-30
570464.021631,0.260843,358574000.0,2187000.0,2187000.0,267902000.0,44146000.0,2197009000.0,360761000.0,316615000.0,28444000.0,-45825000.0,266285464.021631,267902000.0,2005752000.0,,,,,267902000.0,267902000.0,0.0,267902000.0,267901000.0,0.0,267901000.0,94540000.0,362440000.0,-218000.0,2187000.0,28444000.0,-45825000.0,362507000.0,-191257000.0,-1373521000.0,44146000.0,44146000.0,171250000.0,2197009000.0,2368259000.0,2368259000.0,2023-03-31
,,,,,,,,,,,,,,,16946897.0,16946897.0,14.18,14.18,,,,,,0.0,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.250917,445038000.0,0.0,0.0,283611000.0,61187000.0,1346280000.0,445038000.0,383851000.0,-5240000.0,5240000.0,283611000.0,283611000.0,2068393000.0,16952241.0,16952241.0,16.73,16.73,283611000.0,283611000.0,0.0,283611000.0,283611000.0,0.0,283611000.0,95000000.0,378611000.0,26343000.0,0.0,-5240000.0,5240000.0,357508000.0,722113000.0,467155000.0,61187000.0,61187000.0,1079621000.0,1346280000.0,2425901000.0,2425901000.0,2024-06-30 00:00:00
0.0,0.271816,562924000.0,0.0,0.0,341117000.0,54270000.0,1340456000.0,562924000.0,508654000.0,-40205000.0,40205000.0,341117000.0,341117000.0,2137531000.0,17350814.0,17350814.0,19.66,19.66,341117000.0,341117000.0,0.0,341117000.0,341117000.0,0.0,341117000.0,127332000.0,468449000.0,19144000.0,0.0,-40205000.0,40205000.0,489510000.0,797075000.0,538281000.0,54270000.0,54270000.0,1286585000.0,1340456000.0,2627041000.0,2627041000.0,2024-09-30 00:00:00
