Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Ordinary Shares Number,Share Issued
60632993000.0,70009141000.0,51716763000.0,60632993000.0,70009141000.0,70009141000.0,70009141000.0,70009141000.0,65972097000.0,4037044000.0,4037044000.0,8953450000.0,140890000.0,109394000.0,31496000.0,8812560000.0,3621319000.0,2522471000.0,2657833000.0,2657833000.0,78962591000.0,18433269000.0,324921000.0,48275000.0,5848571000.0,5848571000.0,2195000.0,9376148000.0,9376148000.0,1736841000.0,1736841000.0,1366935000.0,369906000.0,60529323000.0,1897177000.0,14591948000.0,29917196000.0,14123002000.0,11682000.0,14111320000.0,2023-03-31,,
67529349000.0,77462599000.0,56650639000.0,67529349000.0,77462599000.0,77462599000.0,77462599000.0,77462599000.0,73425555000.0,4037044000.0,4037044000.0,9541772000.0,135582000.0,107446000.0,28136000.0,9406190000.0,3248787000.0,2561008000.0,3586784000.0,3586784000.0,87004371000.0,20947542000.0,338696000.0,57042000.0,5890902000.0,5890902000.0,2195000.0,9933250000.0,9933250000.0,3616293000.0,3616293000.0,3195772000.0,420521000.0,66056829000.0,2836220000.0,14895879000.0,34963532000.0,13361198000.0,12008000.0,13349190000.0,2023-09-30 00:00:00,2018521873.0,2018521873.0
