Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Investmentsin Joint Venturesat Cost
0.0,83553000.0,83553000.0,1313666000.0,1369622000.0,4277098000.0,5633675000.0,847100000.0,4277098000.0,19065000.0,4283118000.0,4528956000.0,4283770000.0,652000.0,4283118000.0,4199615000.0,,,83503000.0,83503000.0,2222278000.0,501211000.0,,,234248000.0,257378000.0,11540000.0,245838000.0,9585000.0,1721067000.0,54975000.0,,1112244000.0,7525000.0,1104719000.0,,7240000.0,399122000.0,,,9075000.0,390047000.0,6506048000.0,3937880000.0,15554000.0,,1512216000.0,1512216000.0,,0.0,,6020000.0,6020000.0,2398703000.0,,2398703000.0,,2398703000.0,,,,,2568167000.0,152717000.0,,,,847288000.0,,,,,1566000.0,,910598000.0,,,655998000.0,619107000.0,36891000.0,,2024-03-31,
,83503000.0,83503000.0,1130228000.0,1204044000.0,4073368000.0,5261931000.0,716507000.0,4073368000.0,22724000.0,4080611000.0,4093476000.0,4082309000.0,1698000.0,4080611000.0,3997108000.0,,,83503000.0,83503000.0,2019095000.0,270075000.0,,,231610000.0,27951000.0,15086000.0,12865000.0,10514000.0,1749020000.0,53038000.0,,1176093000.0,7638000.0,1168455000.0,,11878000.0,370577000.0,,,41779000.0,328798000.0,6101404000.0,3635878000.0,9962000.0,,1135325000.0,1135325000.0,,0.0,,7243000.0,,2448645000.0,,2448645000.0,0.0,2448645000.0,,,,,2465527000.0,161883000.0,,,,905348000.0,,,,,1327000.0,,818813000.0,,,578156000.0,527064000.0,51092000.0,,2023-09-30,
,83503000.0,83503000.0,1005474000.0,1085154000.0,3941662000.0,5005464000.0,509019000.0,3941662000.0,28845000.0,3949155000.0,3962541000.0,3951714000.0,2559000.0,3949155000.0,3865652000.0,2557585000.0,452900000.0,83503000.0,83503000.0,1851842000.0,269851000.0,2000.0,10514000.0,225064000.0,34271000.0,20885000.0,13386000.0,10514000.0,1581991000.0,10785000.0,3842000.0,1050883000.0,7960000.0,1042923000.0,10522000.0,10522000.0,437363000.0,110707000.0,9362000.0,3842000.0,317294000.0,5803556000.0,3712546000.0,1000.0,36586000.0,1080711000.0,322688000.0,758023000.0,0.0,0.0,7493000.0,7493000.0,2584902000.0,-1711809000.0,4296711000.0,0.0,2584902000.0,3377288000.0,568600000.0,350823000.0,0.0,2091010000.0,92329000.0,41144000.0,59362000.0,39297000.0,983288000.0,83243000.0,291192000.0,354635000.0,254218000.0,40020000.0,34106000.0,607158000.0,-8164000.0,615322000.0,286635000.0,235800000.0,50835000.0,50835000.0,2023-03-31,
