Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-1304604.134252,0.147613,56147000.0,-8838000.0,-8838000.0,34514000.0,1212000.0,32455000.0,47309000.0,46097000.0,42047395.865748,34514000.0,63286000.0,,,,,34514000.0,34514000.0,0.0,34514000.0,0.0,34514000.0,0.0,34514000.0,5977000.0,40491000.0,3310000.0,-8838000.0,8838000.0,46097000.0,30831000.0,40296000.0,1212000.0,1212000.0,,,76928000.0,32455000.0,109383000.0,109383000.0,2024-03-31
-327559.345197,0.184022,38604000.0,-1780000.0,-1780000.0,27465000.0,1385000.0,30570000.0,36824000.0,35439000.0,28917440.654803,27465000.0,38435000.0,9915162.0,9915162.0,2.77,2.77,27465000.0,27465000.0,0.0,27465000.0,0.0,27465000.0,0.0,27465000.0,6194000.0,33659000.0,,-1780000.0,1780000.0,35439000.0,7865000.0,3337000.0,1385000.0,1385000.0,3143000.0,3143000.0,43304000.0,30570000.0,73874000.0,73874000.0,2023-12-31
-154439.774818,0.096104,86665000.0,-1607000.0,-1607000.0,74180000.0,1386000.0,30562000.0,85058000.0,83672000.0,75632560.225182,74180000.0,39643000.0,9903872.0,9903872.0,7.49,7.49,74180000.0,74180000.0,0.0,74180000.0,0.0,74180000.0,0.0,74180000.0,7887000.0,82067000.0,,-1607000.0,1607000.0,83672000.0,9081000.0,2198000.0,1386000.0,1386000.0,5497000.0,5497000.0,92753000.0,30562000.0,123315000.0,123315000.0,2023-09-30
-664453.261961,0.234292,35911000.0,-2836000.0,-2836000.0,22887000.0,1385000.0,27845000.0,33075000.0,31690000.0,25058546.738039,22887000.0,35110000.0,9907792.0,9907792.0,2.31,2.31,22887000.0,22887000.0,0.0,22887000.0,0.0,22887000.0,0.0,22887000.0,7003000.0,29890000.0,1037000.0,-2836000.0,2836000.0,31690000.0,7265000.0,3843000.0,1385000.0,1385000.0,2037000.0,2037000.0,38955000.0,27845000.0,66800000.0,66800000.0,2023-06-30
1633777.549934,0.012711,39604000.0,128532000.0,128532000.0,150217000.0,,3823000.0,168136000.0,168136000.0,23318777.549934,150217000.0,38836000.0,,,,,150217000.0,150217000.0,0.0,150217000.0,,150217000.0,0.0,150217000.0,1934000.0,152151000.0,,128532000.0,,32384000.0,35013000.0,15316000.0,,,8964000.0,8699000.0,67397000.0,3823000.0,71220000.0,71220000.0,2023-03-31
,,,,,,0.0,,,,,,,9916814.0,9916814.0,2.26,2.26,,,,,,,,,,,,,2169000.0,,,,0.0,0.0,2142000.0,2142000.0,,,,,2022-12-31
-159034.360736,0.123955,20909000.0,-1283000.0,-1283000.0,17082000.0,1371000.0,43572000.0,19626000.0,18255000.0,18205965.639264,17082000.0,51975000.0,9931395.0,9931395.0,1.72,1.72,17082000.0,17082000.0,0.0,17082000.0,0.0,17082000.0,0.0,17082000.0,2417000.0,19499000.0,2527000.0,-1283000.0,1283000.0,18255000.0,8403000.0,7032000.0,1371000.0,1371000.0,,,26658000.0,43572000.0,70230000.0,70230000.0,2024-06-30 00:00:00
