Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.286691,8168640000.0,5601220000.0,177580000.0,7575440000.0,8168640000.0,7991060000.0,608450000.0,138620000.0,747070000.0,5601220000.0,5601220000.0,9258610000.0,,,,,5601220000.0,5601220000.0,0.0,5601220000.0,0.0,5601220000.0,5601220000.0,2251220000.0,7852440000.0,178720000.0,608450000.0,138620000.0,747070000.0,7165750000.0,1683170000.0,913800000.0,177580000.0,177580000.0,591790000.0,591790000.0,8848920000.0,7575440000.0,16424360000.0,16424360000.0,2024-03-31
0.0,0.206963,9625180000.0,7408120000.0,190050000.0,7603690000.0,9625180000.0,9435130000.0,924280000.0,93670000.0,1017950000.0,7408120000.0,7408120000.0,9740520000.0,87021262.0,86614287.0,85.13,85.53,7408120000.0,7408120000.0,0.0,7408120000.0,0.0,7408120000.0,7408120000.0,1933340000.0,9341460000.0,10820000.0,924280000.0,93670000.0,1017950000.0,8495700000.0,2136830000.0,858540000.0,190050000.0,190050000.0,1088240000.0,1088240000.0,10632530000.0,7603690000.0,18236220000.0,18236220000.0,2023-12-31
0.0,0.299822,6232540000.0,4174460000.0,190110000.0,7480240000.0,6232540000.0,6042430000.0,514600000.0,80430000.0,595030000.0,4174460000.0,4174460000.0,9053780000.0,86949802.0,86517306.0,48.01,48.25,4174460000.0,4174460000.0,0.0,4174460000.0,0.0,4174460000.0,4174460000.0,1787540000.0,5962000000.0,11940000.0,514600000.0,80430000.0,595030000.0,5391060000.0,1573540000.0,870560000.0,190110000.0,190110000.0,512870000.0,512870000.0,6964600000.0,7480240000.0,14444840000.0,14444840000.0,2023-09-30
0.0,0.291142,6214850000.0,5009820000.0,184840000.0,,6214850000.0,6030010000.0,988290000.0,,988290000.0,5009820000.0,5009820000.0,8594180000.0,86870470.0,86465654.0,57.67,57.94,5009820000.0,5009820000.0,0.0,5009820000.0,0.0,5009820000.0,5009820000.0,2057630000.0,7067450000.0,7710000.0,988290000.0,,988290000.0,6030010000.0,8594180000.0,808480000.0,184840000.0,184840000.0,431980000.0,431980000.0,,,14624190000.0,14624190000.0,2023-06-30
0.0,0.301071,7121300000.0,4793020000.0,186930000.0,7064340000.0,7121300000.0,6934370000.0,-76710000.0,76710000.0,,4793020000.0,4793020000.0,8383540000.0,86767198.0,86391853.0,55.24,55.48,4793020000.0,4793020000.0,0.0,4793020000.0,0.0,4793020000.0,4793020000.0,2064640000.0,6857660000.0,612670000.0,-76710000.0,76710000.0,,6321700000.0,1319200000.0,650000000.0,186930000.0,186930000.0,482270000.0,482270000.0,7640900000.0,7064340000.0,14705240000.0,14705240000.0,2023-03-31
,,,,,7238060000.0,,,,65910000.0,461120000.0,,,,86703013.0,86377642.0,50.44,50.63,,,,,,,,,,,,65910000.0,461120000.0,,,,,,,,7254900000.0,7238060000.0,,,2022-12-31
0.0,0.293504,8951000000.0,6167000000.0,175000000.0,7568000000.0,8951000000.0,8776000000.0,589000000.0,47000000.0,636000000.0,6167000000.0,6167000000.0,9118000000.0,87240062.0,86700408.0,70.69,71.13,6167000000.0,6167000000.0,0.0,6167000000.0,0.0,6167000000.0,6167000000.0,2562000000.0,8729000000.0,,589000000.0,47000000.0,636000000.0,8296000000.0,1550000000.0,778000000.0,175000000.0,175000000.0,597000000.0,597000000.0,9846000000.0,7568000000.0,17414000000.0,17414000000.0,2024-06-30 00:00:00
