Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.309992,274123000.0,0.0,0.0,177635000.0,16798000.0,971794000.0,274123000.0,257325000.0,114000.0,-114000.0,,177635000.0,177635000.0,1255986000.0,,,,,177635000.0,177635000.0,0.0,177635000.0,177635000.0,0.0,177635000.0,79804000.0,257439000.0,34725000.0,0.0,114000.0,-114000.0,,222600000.0,284192000.0,207541000.0,16798000.0,16798000.0,506792000.0,971794000.0,1478586000.0,1478586000.0,2024-03-31
0.0,0.229981,437558000.0,0.0,0.0,323923000.0,16627000.0,1419384000.0,437558000.0,420931000.0,-262000.0,262000.0,,323923000.0,323923000.0,1628581000.0,106905281.0,106905281.0,3.03,3.03,323923000.0,323923000.0,0.0,323923000.0,323923000.0,0.0,323923000.0,96746000.0,420669000.0,31308000.0,0.0,-262000.0,262000.0,,389623000.0,209197000.0,112756000.0,16627000.0,16627000.0,598820000.0,1419384000.0,2018204000.0,2018204000.0,2023-12-31
0.0,0.262117,332440000.0,0.0,0.0,234511000.0,14531000.0,880649000.0,332440000.0,317909000.0,-93000.0,93000.0,,234511000.0,234511000.0,1074896000.0,108569907.0,106595909.0,2.16,2.2,234511000.0,234511000.0,0.0,234511000.0,234511000.0,0.0,234511000.0,83305000.0,317816000.0,58605000.0,0.0,-93000.0,93000.0,,259304000.0,194247000.0,117460000.0,14531000.0,14531000.0,453551000.0,880649000.0,1334200000.0,1334200000.0,2023-09-30
0.0,0.231171,238101000.0,0.0,0.0,173005000.0,13041000.0,813997000.0,238101000.0,225060000.0,-36000.0,36000.0,,173005000.0,173005000.0,986780000.0,108808176.0,108808176.0,1.59,1.59,173005000.0,173005000.0,0.0,173005000.0,173005000.0,0.0,173005000.0,52019000.0,225024000.0,14132000.0,0.0,-36000.0,36000.0,,210928000.0,172783000.0,105053000.0,13041000.0,13041000.0,383711000.0,813997000.0,1197708000.0,1197708000.0,2023-06-30
-26579.242507,0.212634,227036000.0,-125000.0,-125000.0,154534000.0,20249000.0,1006340000.0,226911000.0,206662000.0,6491000.0,693000.0,,154632420.757493,154534000.0,1136845000.0,,,,,154534000.0,154534000.0,0.0,154534000.0,162173000.0,0.0,162173000.0,43796000.0,205969000.0,-208820000.0,-429000.0,6491000.0,693000.0,,212636000.0,130505000.0,-167174000.0,20249000.0,20249000.0,343141000.0,1006340000.0,1349481000.0,1349481000.0,2023-03-31
,,,,,,,,,,,,2898000.0,,,,108817358.0,108817358.0,2.65,2.65,,,,,,,,,,,,,,2898000.0,,,,,,,,,,2022-12-31
0.0,0.326331,341913000.0,0.0,0.0,220428000.0,14683000.0,1116235000.0,341913000.0,327230000.0,-25000.0,25000.0,,220428000.0,220428000.0,1370269000.0,107003883.0,107003883.0,2.06,2.06,220428000.0,220428000.0,0.0,220428000.0,220428000.0,0.0,220428000.0,106777000.0,327205000.0,39469000.0,0.0,-25000.0,25000.0,,287760000.0,254034000.0,171555000.0,14683000.0,14683000.0,541794000.0,1116235000.0,1658029000.0,1658029000.0,2024-06-30 00:00:00
