Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Write Off
0.0,0.148357,-762791000.0,,,-1158739000.0,2895992000.0,-762791000.0,-762791000.0,-434588000.0,434588000.0,-1158739000.0,-1158739000.0,5139578000.0,,,,,-1158739000.0,-1158739000.0,0.0,-1158739000.0,-1019740000.0,-1019740000.0,-177639000.0,-1197379000.0,-36414000.0,,-434588000.0,434588000.0,-682714000.0,2243586000.0,2243586000.0,1560872000.0,2895992000.0,4456864000.0,4456864000.0,2024-03-31,
0.0,0.029432,1096542000.0,,,931377000.0,3057879000.0,1096542000.0,1096542000.0,-136921000.0,136921000.0,931377000.0,931377000.0,3643119000.0,1541928780.0,1541928780.0,0.42,0.42,931377000.0,931377000.0,0.0,931377000.0,931377000.0,931377000.0,28244000.0,959621000.0,576448000.0,,-136921000.0,136921000.0,520094000.0,585240000.0,585240000.0,1105334000.0,3057879000.0,4163213000.0,4163213000.0,2023-12-31,
0.0,0.096163,974873000.0,0.0,0.0,502630000.0,3266354000.0,974873000.0,974873000.0,-418766000.0,418766000.0,502630000.0,502630000.0,3783545000.0,1541928780.0,1541928780.0,0.21,0.21,502630000.0,502630000.0,0.0,502630000.0,502630000.0,502630000.0,53477000.0,556107000.0,789210000.0,0.0,-418766000.0,418766000.0,185663000.0,517191000.0,517191000.0,702854000.0,3266354000.0,3969208000.0,3969208000.0,2023-09-30,
0.0,0.344383,886080000.0,0.0,0.0,293388000.0,2903805000.0,886080000.0,886080000.0,-438581000.0,438581000.0,293388000.0,293388000.0,3557775000.0,1541928780.0,1541928780.0,0.13,0.13,293388000.0,293388000.0,0.0,293388000.0,293388000.0,293388000.0,154111000.0,447499000.0,172494000.0,0.0,-438581000.0,438581000.0,713586000.0,653970000.0,653970000.0,1367556000.0,2903805000.0,4271361000.0,4271361000.0,2023-06-30,
0.0,0.298824,1261614000.0,,,353071000.0,3658702000.0,1261614000.0,1261614000.0,-455283000.0,813504000.0,353071000.0,353071000.0,3316145000.0,,,,,353071000.0,353071000.0,0.0,353071000.0,314204000.0,314204000.0,133906000.0,448110000.0,233672000.0,,-455283000.0,813504000.0,463906000.0,-342557000.0,-1589572000.0,121349000.0,3658702000.0,3780051000.0,3780051000.0,2023-03-31,
,,,,,,,,,,,,,,1886000000.0,1886000000.0,-0.05,-0.05,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.297339,1332797000.0,0.0,0.0,714967000.0,3380237000.0,1332797000.0,1332797000.0,-315284000.0,315284000.0,714967000.0,714967000.0,4276862000.0,1541928780.0,1541928780.0,0.13,0.13,714967000.0,714967000.0,0.0,714967000.0,714967000.0,714967000.0,302546000.0,1017513000.0,68677000.0,0.0,-315284000.0,315284000.0,1264120000.0,896625000.0,896625000.0,2160745000.0,3380237000.0,5540982000.0,5540982000.0,2024-06-30 00:00:00,0.0
