Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current
95723986.0,95723986.0,1479800000.0,2100800000.0,29569300000.0,31752000000.0,13655700000.0,29569300000.0,133700000.0,29784900000.0,30934600000.0,29784900000.0,29784900000.0,28827700000.0,,,,957200000.0,957200000.0,7910700000.0,3772200000.0,,2451100000.0,1262700000.0,113000000.0,1149700000.0,58400000.0,4138500000.0,569700000.0,838100000.0,20700000.0,817400000.0,125000000.0,2204300000.0,,,,2204300000.0,37695600000.0,19901400000.0,331500000.0,,330400000.0,,330400000.0,215600000.0,215600000.0,18749100000.0,,18749100000.0,548200000.0,18200900000.0,,,,,17794200000.0,357600000.0,2500000.0,0.0,,,6510700000.0,,,,92600000.0,,1798300000.0,,,9032500000.0,8545200000.0,487300000.0,,,2024-03-31,
95585786.0,95585786.0,2600400000.0,2823800000.0,27463000000.0,30156200000.0,12014000000.0,27463000000.0,142100000.0,27474500000.0,29226100000.0,27474500000.0,27474500000.0,26518600000.0,,,,955900000.0,955900000.0,8171500000.0,4329900000.0,,2393600000.0,1877300000.0,125700000.0,1751600000.0,59000000.0,3841600000.0,561900000.0,946500000.0,16400000.0,930100000.0,149100000.0,1877600000.0,,,234300000.0,1643300000.0,35646000000.0,19790400000.0,761500000.0,,315600000.0,,315600000.0,11500000.0,11500000.0,18368800000.0,,18368800000.0,423200000.0,17945600000.0,,,,,15855600000.0,353500000.0,,0.0,,,7494400000.0,,,,14500000.0,,1819200000.0,,,6174000000.0,6092700000.0,81300000.0,,,2023-09-30,
95585786.0,95585786.0,2241200000.0,3613600000.0,39539500000.0,43033100000.0,24840400000.0,39539500000.0,138400000.0,39557900000.0,41984100000.0,39557900000.0,39557900000.0,145200000.0,53500000.0,37913500000.0,346300000.0,955900000.0,955900000.0,11776200000.0,5043600000.0,-200000.0,2435000000.0,2551100000.0,124900000.0,2426200000.0,57700000.0,6732600000.0,347100000.0,1062500000.0,13500000.0,1049000000.0,120600000.0,2694200000.0,347100000.0,51400000.0,0.0,2295700000.0,51334100000.0,19761100000.0,-200000.0,119000000.0,149700000.0,400000.0,149300000.0,18400000.0,18400000.0,19000700000.0,-5537700000.0,24538400000.0,1704600000.0,292200000.0,16244900000.0,1617100000.0,4521000000.0,158600000.0,31573000000.0,62900000.0,0.0,16178600000.0,163700000.0,245600000.0,7723300000.0,1308500000.0,72100000.0,6342700000.0,13500000.0,0.0,2184100000.0,0.0,2184100000.0,5001300000.0,3767300000.0,1234000000.0,750000000.0,484000000.0,2023-03-31,
