Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
-102864000.0,0.4,357650000.0,-257160000.0,-257160000.0,74218000.0,-73577000.0,-2729064000.0,100490000.0,100490000.0,103575000.0,-103575000.0,228514000.0,-508214000.0,-3601053000.0,,,,,-508214000.0,-508214000.0,0.0,-508214000.0,-508214000.0,74218000.0,129847000.0,204065000.0,-8411000.0,-257160000.0,103575000.0,-103575000.0,366061000.0,-871989000.0,-480950000.0,-73577000.0,-73577000.0,-505928000.0,-2729064000.0,-3234992000.0,-3234992000.0,2024-03-31,
0.0,0.340307,-58397000.0,0.0,0.0,-139698000.0,76155000.0,1574046000.0,-58397000.0,-134552000.0,-77210000.0,77210000.0,-139698000.0,-139698000.0,2341255000.0,85704294.0,85704294.0,-1.63,-1.63,-139698000.0,-139698000.0,0.0,-139698000.0,-139698000.0,-139698000.0,-72064000.0,-211762000.0,2969000.0,0.0,-77210000.0,77210000.0,-137521000.0,767209000.0,493534000.0,76155000.0,76155000.0,629688000.0,1574046000.0,2203734000.0,2203734000.0,2023-12-31,
0.0,0.3198,-11154000.0,0.0,0.0,-108713000.0,73419000.0,1585757000.0,-11154000.0,-84573000.0,-75252000.0,75252000.0,-108713000.0,-108713000.0,2387411000.0,85600787.0,85600787.0,-1.27,-1.27,-108713000.0,-108713000.0,0.0,-108713000.0,-108713000.0,-108713000.0,-51112000.0,-159825000.0,8437000.0,0.0,-75252000.0,75252000.0,-93010000.0,801654000.0,523000000.0,73419000.0,73419000.0,708644000.0,1585757000.0,2294401000.0,2294401000.0,2023-09-30,
0.0,0.333771,16453000.0,0.0,0.0,-88320000.0,73438000.0,1526924000.0,16453000.0,-56985000.0,-75582000.0,75582000.0,-88320000.0,-88320000.0,2307810000.0,85747573.0,85747573.0,-1.03,-1.03,-88320000.0,-88320000.0,0.0,-88320000.0,-88320000.0,-88320000.0,-44247000.0,-132567000.0,5251000.0,0.0,-75582000.0,75582000.0,-62236000.0,780886000.0,516316000.0,73438000.0,73438000.0,718650000.0,1526924000.0,2245574000.0,2245574000.0,2023-06-30,
5991600.0,0.3,-34744000.0,19972000.0,19972000.0,-52608000.0,70371000.0,2331895000.0,-14772000.0,-85143000.0,-39375000.0,22414000.0,-66588400.0,-52608000.0,2194401000.0,,,,,-52608000.0,-52608000.0,0.0,-52608000.0,-52608000.0,-52608000.0,-54949000.0,-107557000.0,-29784000.0,19972000.0,-39375000.0,22414000.0,-58196000.0,-137494000.0,-801573000.0,70371000.0,69850000.0,-195690000.0,2331895000.0,2136205000.0,2136205000.0,2023-03-31,
,,,,,,,,,,,,,,,85772269.0,85772269.0,-1.19,-1.19,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.3,55873000.0,0.0,0.0,255000.0,39146000.0,402608000.0,55873000.0,16727000.0,-23504000.0,23504000.0,255000.0,255000.0,790988000.0,85650065.0,85650065.0,0.002977,0.002977,255000.0,255000.0,0.0,255000.0,255000.0,255000.0,-7032000.0,-6777000.0,30806000.0,0.0,-23504000.0,23504000.0,-14079000.0,388380000.0,276477000.0,39146000.0,39146000.0,374301000.0,402608000.0,776909000.0,776909000.0,2024-06-30 00:00:00,0.0
