Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
70787875.0,70787875.0,1416753000.0,1425100000.0,981906000.0,2465380000.0,182334000.0,981906000.0,1040280000.0,2047559000.0,1086276000.0,45997000.0,1040280000.0,898704000.0,,,141576000.0,141576000.0,1849540000.0,1055139000.0,199000.0,,,37761000.0,1007279000.0,1007279000.0,9900000.0,794401000.0,42242000.0,,417821000.0,417821000.0,,1453000.0,332670000.0,,,94724000.0,237946000.0,2935816000.0,1959081000.0,12629000.0,,5407000.0,5407000.0,58374000.0,4465000.0,53909000.0,1848929000.0,,1848929000.0,183949000.0,1664980000.0,,,,,976735000.0,258883000.0,,161054000.0,,,,,26345000.0,521991000.0,8462000.0,115000.0,8347000.0,,2024-03-31
70787875.0,70787875.0,1070212000.0,1075813000.0,822463000.0,1954479000.0,191975000.0,822463000.0,878666000.0,1593044000.0,894929000.0,16264000.0,878666000.0,737090000.0,,,141576000.0,141576000.0,1382451000.0,746925000.0,200000.0,,,26319000.0,714378000.0,714378000.0,6028000.0,635526000.0,29147000.0,,361435000.0,361435000.0,,921000.0,243855000.0,,,51885000.0,191970000.0,2277380000.0,1449879000.0,73345000.0,,14977000.0,14977000.0,56203000.0,2294000.0,53909000.0,1305354000.0,,1305354000.0,35782000.0,1269572000.0,,,,,827501000.0,127401000.0,,137107000.0,,,,,83634000.0,460857000.0,18502000.0,12901000.0,5601000.0,,2023-09-30
70787875.0,70787875.0,868529000.0,872872000.0,697152000.0,1626051000.0,147581000.0,697152000.0,753179000.0,1398489000.0,771012000.0,17834000.0,753179000.0,611603000.0,522130000.0,58767000.0,141576000.0,141576000.0,1219612000.0,682875000.0,200000.0,6421000.0,200000.0,30944000.0,645310000.0,645310000.0,6421000.0,536737000.0,30595000.0,98479000.0,227562000.0,227562000.0,921000.0,921000.0,201471000.0,22291000.0,168000.0,0.0,179012000.0,1990624000.0,1306305000.0,21074000.0,30935000.0,3668000.0,3668000.0,56027000.0,2118000.0,53909000.0,1215675000.0,-395357000.0,1611032000.0,409690000.0,21216000.0,708756000.0,342087000.0,129283000.0,0.0,684318000.0,1000.0,147074000.0,110194000.0,683000.0,58798000.0,1319000.0,49394000.0,98864000.0,310941000.0,17244000.0,12901000.0,4343000.0,4343000.0,2023-03-31
