Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Other Operating Expenses,Depreciation And Amortization In Income Statement,Total Revenue,Operating Revenue,Date,Net Policyholder Benefits And Claims
0.0,0.200994,12454100000.0,813000000.0,37376600000.0,-21255200000.0,21255200000.0,46696200000.0,12454100000.0,12454100000.0,84949500000.0,,,,,12454100000.0,12454100000.0,12454100000.0,-427000000.0,12881100000.0,12881100000.0,3240300000.0,16121400000.0,148900000.0,-21255200000.0,21255200000.0,3252700000.0,813000000.0,101070900000.0,101070900000.0,2024-03-31,
0.0,0.275746,7357600000.0,771000000.0,30523000000.0,-20025300000.0,20025300000.0,45098700000.0,7357600000.0,7357600000.0,74020000000.0,2618362989.0,2599858657.0,2.81,2.83,7357600000.0,7357600000.0,7357600000.0,-245400000.0,7603000000.0,7603000000.0,2894700000.0,10497700000.0,70200000.0,-20025300000.0,20025300000.0,3321400000.0,771000000.0,84517700000.0,84517700000.0,2023-12-31,
0.0,0.281635,7050500000.0,687400000.0,28389900000.0,-18300600000.0,18300600000.0,41663600000.0,7050500000.0,7050500000.0,63631600000.0,2621003717.0,2601660517.0,2.69,2.71,7050500000.0,7050500000.0,7050500000.0,-197300000.0,7247800000.0,7247800000.0,2841500000.0,10089300000.0,35800000.0,-18300600000.0,18300600000.0,2775500000.0,687400000.0,73720900000.0,73720900000.0,2023-09-30,
0.0,0.269681,6487600000.0,643000000.0,25853400000.0,-16738200000.0,16738200000.0,39128300000.0,6487600000.0,6487600000.0,58234400000.0,2438947368.0,2420746269.0,2.66,2.68,6487600000.0,6487600000.0,6487600000.0,-169400000.0,6657000000.0,6657000000.0,2458200000.0,9115200000.0,63300000.0,-16738200000.0,16738200000.0,2427700000.0,643000000.0,67349600000.0,67349600000.0,2023-06-30,
0.0,0.235979,6086500000.0,660100000.0,23125900000.0,-14804400000.0,14804400000.0,35193100000.0,6086500000.0,6086500000.0,91331300000.0,,,,,6086500000.0,6086500000.0,6086500000.0,-271300000.0,6357800000.0,6357800000.0,1963700000.0,8321500000.0,55400000.0,-14804400000.0,14804400000.0,36965200000.0,660100000.0,99652800000.0,99652800000.0,2023-03-31,
,,,,,,,,,,,2423573017.0,2416407982.0,13.49,13.53,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.274674,7588400000.0,818200000.0,33221500000.0,-22478200000.0,22478200000.0,48911300000.0,7588400000.0,7588400000.0,73795000000.0,2625743945.0,2598767123.0,2.89,2.92,7588400000.0,7588400000.0,7588400000.0,-204000000.0,7792400000.0,7792400000.0,2950900000.0,10743300000.0,65500000.0,-22478200000.0,22478200000.0,2761600000.0,818200000.0,84540000000.0,84540000000.0,2024-06-30 00:00:00,
