Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Tradeand Other Payables Non Current,Current Deferred Taxes Liabilities,Taxes Receivable
324521588.0,324521588.0,416700000.0,611500000.0,830300000.0,1727500000.0,43300000.0,830300000.0,141500000.0,1257500000.0,1257500000.0,1257500000.0,1257500000.0,933000000.0,,,324500000.0,324500000.0,3892900000.0,1242400000.0,1035000000.0,,,106600000.0,106600000.0,60500000.0,2650500000.0,150600000.0,504900000.0,34900000.0,470000000.0,,122400000.0,1439400000.0,,16500000.0,1422900000.0,5150400000.0,2456600000.0,8000000.0,,12600000.0,254900000.0,254900000.0,427200000.0,427200000.0,1086100000.0,,1086100000.0,12600000.0,1073500000.0,,,,,2693800000.0,537100000.0,,,2200000.0,155300000.0,,,1999200000.0,1945900000.0,53300000.0,,,2024-03-31,,,,
324521588.0,324521588.0,,142100000.0,3062700000.0,3316800000.0,2300100000.0,3062700000.0,142100000.0,3316800000.0,3316800000.0,3316800000.0,3316800000.0,2992300000.0,,,324500000.0,324500000.0,3357300000.0,1231700000.0,1034900000.0,,,110800000.0,110800000.0,86000000.0,2125600000.0,101700000.0,31300000.0,31300000.0,,,48800000.0,1679100000.0,,,1679100000.0,6674100000.0,2248400000.0,4800000.0,,0.0,253800000.0,253800000.0,254100000.0,254100000.0,1085500000.0,,1085500000.0,23300000.0,1062200000.0,,,,,4425700000.0,321700000.0,,,1800000.0,317000000.0,,,3785200000.0,3772100000.0,13100000.0,,,2023-09-30,,,,
324521588.0,324521588.0,,156753000.0,4873069000.0,5128261000.0,2760170000.0,4873069000.0,156243000.0,5127751000.0,5127751000.0,5127751000.0,5127751000.0,4803200000.0,-15918134000.0,20381589000.0,324530000.0,324530000.0,3173510000.0,1384053000.0,1176500000.0,81380000.0,1176473000.0,126200000.0,126200000.0,81400000.0,1789457000.0,94113000.0,30553000.0,30043000.0,510000.0,64939000.0,64900000.0,1599543000.0,117010000.0,,1482533000.0,8301261000.0,3751634000.0,24100000.0,28667000.0,0.0,1500000000.0,1500000000.0,254682000.0,254682000.0,1072804000.0,-396578000.0,1469382000.0,18734000.0,1054100000.0,887904000.0,482394000.0,80350000.0,0.0,4549627000.0,150700000.0,21000.0,150697000.0,47037000.0,327143000.0,0.0,327143000.0,4024729000.0,2908993000.0,1115736000.0,1109900000.0,5836000.0,2023-03-31,,,,
