Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
206976072.0,206976072.0,26180700000.0,26419800000.0,-28073100000.0,-1653300000.0,-20771300000.0,-28073100000.0,-28073100000.0,-21845700000.0,-26736500000.0,1336600000.0,-28073100000.0,,,,2069800000.0,2069800000.0,35846700000.0,6227400000.0,,6227400000.0,6227400000.0,29619300000.0,22300000.0,,20192400000.0,20192400000.0,25600000.0,449500000.0,,191800000.0,257700000.0,9110200000.0,262300000.0,1100000.0,,0.0,,,,,261200000.0,,261200000.0,0.0,261200000.0,,,,,8848000000.0,524300000.0,0.0,,0.0,,4845700000.0,,186600000.0,,,3291400000.0,3052300000.0,239100000.0,,,2024-03-31
206976072.0,206976072.0,26262600000.0,26420600000.0,-26950500000.0,-529900000.0,-22775500000.0,-26950500000.0,-26950500000.0,-23563100000.0,-25754800000.0,1195700000.0,-26950500000.0,,,,2069800000.0,2069800000.0,35367600000.0,3387400000.0,,3387400000.0,3387400000.0,31980200000.0,200000.0,,23033200000.0,23033200000.0,29500000.0,441900000.0,,195300000.0,246600000.0,9612800000.0,408100000.0,500000.0,,41600000.0,41600000.0,,,,366000000.0,,366000000.0,0.0,366000000.0,,,,,9204700000.0,135200000.0,0.0,,0.0,,5649700000.0,,150300000.0,,,3269500000.0,3111500000.0,158000000.0,,,2023-09-30
206976072.0,206976072.0,26785400000.0,27039200000.0,-27420700000.0,-381500000.0,-23244000000.0,-27420700000.0,-27420700000.0,-23438900000.0,-26236100000.0,1184600000.0,-27420700000.0,6100000.0,-60208200000.0,609500000.0,2069800000.0,2069800000.0,36701300000.0,3981700000.0,-100000.0,3981800000.0,3981800000.0,32719600000.0,38500000.0,197900000.0,23057400000.0,23057400000.0,26500000.0,9437800000.0,8991700000.0,197900000.0,446100000.0,10465200000.0,989600000.0,-200000.0,360100000.0,41600000.0,41600000.0,360100000.0,2400000.0,357700000.0,577700000.0,-32125900000.0,32703600000.0,603400000.0,577500000.0,32076900000.0,22000000.0,1300000.0,0.0,9475600000.0,-200000.0,0.0,168000000.0,26800000.0,26800000.0,8855100000.0,23600000.0,131400000.0,-7500000.0,138900000.0,270900000.0,17100000.0,253800000.0,0.0,253800000.0,2023-03-31
