Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Other Inventories
77268251.0,77268251.0,50641500000.0,55494300000.0,49800900000.0,106056800000.0,10163700000.0,49800900000.0,3108900000.0,53671400000.0,95445100000.0,53216400000.0,-455000000.0,53671400000.0,52898700000.0,,,772700000.0,772700000.0,94804600000.0,60803800000.0,983700000.0,,10755800000.0,43658200000.0,1884500000.0,41773700000.0,667000000.0,34000800000.0,9053000000.0,11836100000.0,1224400000.0,10611700000.0,,1041100000.0,9310700000.0,,,9310700000.0,148021000000.0,103856500000.0,1638700000.0,,,4595500000.0,,4595500000.0,3870500000.0,2268200000.0,1602300000.0,93751800000.0,,93751800000.0,4639400000.0,89112400000.0,,,,,44164500000.0,3280300000.0,123200000.0,,,,11815500000.0,,,,,481100000.0,5663200000.0,,,22801200000.0,21057300000.0,1743900000.0,,,2024-03-31,,,
77268251.0,77268251.0,48677958000.0,53590590000.0,45021977000.0,99292808000.0,8026248000.0,45021977000.0,3040864000.0,48743082000.0,90353917000.0,48290639000.0,-452443000.0,48743082000.0,47970399000.0,,,772683000.0,772683000.0,90124372000.0,58468901000.0,1094911000.0,,8836721000.0,43527350000.0,1916515000.0,41610835000.0,614889000.0,31655471000.0,8391215000.0,10063240000.0,1124349000.0,8938891000.0,,933645000.0,8739707000.0,,,8739707000.0,138415011000.0,98733292000.0,1536442000.0,,,4091519000.0,,4091519000.0,3721105000.0,3721105000.0,,89384226000.0,,89384226000.0,4783474000.0,84600752000.0,,,,,39681719000.0,4433748000.0,109740000.0,,,,11134538000.0,,,,,505141000.0,6450591000.0,,,17047961000.0,15176193000.0,1871768000.0,,,2023-09-30,,,
77268251.0,77268251.0,47417762000.0,52921850000.0,44483953000.0,96818628000.0,7914250000.0,44483953000.0,2970725000.0,46867503000.0,87877217000.0,46423531000.0,-443972000.0,46867503000.0,46094820000.0,23288617000.0,7567966000.0,772683000.0,772683000.0,86427048000.0,56958769000.0,1160383000.0,1160383000.0,8093913000.0,42966218000.0,1956504000.0,41009714000.0,601736000.0,29468279000.0,4149671000.0,9955632000.0,1014221000.0,8941411000.0,182472000.0,909504000.0,10177839000.0,1939813000.0,16628000.0,8221398000.0,132850579000.0,95468050000.0,1841168000.0,3113388000.0,8823000.0,1896371000.0,27000000.0,1869371000.0,2383550000.0,2383550000.0,0.0,87992323000.0,-29228012000.0,117220335000.0,5920089000.0,168191000.0,84150397000.0,14902231000.0,11549637000.0,529790000.0,37382529000.0,5406206000.0,,2856000.0,2321549000.0,5462266000.0,9821156000.0,1368231000.0,1216730000.0,7236195000.0,2112912000.0,363994000.0,4800754000.0,-170538000.0,4971292000.0,12497042000.0,9963679000.0,2533363000.0,1703113000.0,830250000.0,2023-03-31,,,
