Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.4,620000000.0,0.0,0.0,160000000.0,220000000.0,5370000000.0,620000000.0,400000000.0,-30000000.0,30000000.0,160000000.0,160000000.0,7520000000.0,,,,,160000000.0,160000000.0,0.0,160000000.0,0.0,160000000.0,160000000.0,210000000.0,370000000.0,720000000.0,0.0,,-30000000.0,30000000.0,-320000000.0,2150000000.0,1210000000.0,220000000.0,220000000.0,1830000000.0,5370000000.0,7200000000.0,7200000000.0,2024-03-31,
0.0,0.32,500000000.0,0.0,0.0,180000000.0,210000000.0,4610000000.0,500000000.0,290000000.0,-40000000.0,40000000.0,180000000.0,180000000.0,7240000000.0,181818182.0,181818182.0,0.99,0.99,180000000.0,180000000.0,0.0,180000000.0,10000000.0,170000000.0,170000000.0,80000000.0,250000000.0,630000000.0,0.0,,-40000000.0,40000000.0,-340000000.0,2630000000.0,1710000000.0,210000000.0,210000000.0,2290000000.0,4610000000.0,6900000000.0,6900000000.0,2023-12-31,
1827217741.935484,0.191532,610000000.0,9540000000.0,9540000000.0,8040000000.0,190000000.0,5830000000.0,10150000000.0,9960000000.0,-40000000.0,40000000.0,327217741.935484,8040000000.0,8420000000.0,195477753.0,195477753.0,41.13,41.13,8040000000.0,8040000000.0,0.0,8040000000.0,20000000.0,8020000000.0,8020000000.0,1900000000.0,9920000000.0,910000000.0,9540000000.0,,-40000000.0,40000000.0,-490000000.0,2590000000.0,1680000000.0,190000000.0,190000000.0,2100000000.0,5830000000.0,7930000000.0,7930000000.0,2023-09-30,
0.0,0.189189,-130000000.0,0.0,0.0,-300000000.0,180000000.0,6100000000.0,-130000000.0,-310000000.0,-60000000.0,60000000.0,-300000000.0,-300000000.0,8560000000.0,192307692.0,192307692.0,-1.56,-1.56,-300000000.0,-300000000.0,0.0,-300000000.0,0.0,-300000000.0,-300000000.0,-70000000.0,-370000000.0,780000000.0,0.0,,-60000000.0,60000000.0,-1090000000.0,2460000000.0,1620000000.0,180000000.0,180000000.0,1370000000.0,6100000000.0,7470000000.0,7470000000.0,2023-06-30,
91252035.181019,0.385355,434100000.0,236800000.0,236800000.0,303500000.0,150400000.0,4758400000.0,670900000.0,520500000.0,664700000.0,31600000.0,157952035.181019,303500000.0,7192100000.0,,,,,303500000.0,303500000.0,0.0,303500000.0,,300500000.0,300500000.0,188400000.0,488900000.0,-1189100000.0,800000.0,,664700000.0,31600000.0,593600000.0,2433700000.0,343900000.0,150400000.0,139700000.0,3027300000.0,4758400000.0,7785700000.0,7785700000.0,2023-03-31,
,,,,,,,,,,,,,,,199248120.0,199248120.0,2.66,2.66,,,,,0.0,,,,,,,80000000.0,,,,,,,,,,,,2022-12-31,
0.0,0.169014,3070000000.0,0.0,0.0,2370000000.0,200000000.0,3730000000.0,3070000000.0,2870000000.0,-30000000.0,30000000.0,2370000000.0,2370000000.0,6350000000.0,195706028.0,195706028.0,12.11,12.11,2370000000.0,2370000000.0,0.0,2370000000.0,10000000.0,2360000000.0,2360000000.0,480000000.0,2840000000.0,1940000000.0,0.0,,-30000000.0,30000000.0,930000000.0,2620000000.0,1690000000.0,200000000.0,200000000.0,3550000000.0,3730000000.0,7280000000.0,7280000000.0,2024-06-30 00:00:00,
