Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
5707162.0,5707162.0,,33242000.0,3811303000.0,3850809000.0,2725867000.0,3811303000.0,12243000.0,3829810000.0,3829810000.0,3829810000.0,3829810000.0,3772738000.0,,,57072000.0,57072000.0,1150105000.0,159629000.0,,,32772000.0,6016000.0,6016000.0,107051000.0,990476000.0,56905000.0,27226000.0,6227000.0,20999000.0,195233000.0,349975000.0,,,10513000.0,339462000.0,4979915000.0,1263572000.0,24032000.0,,0.0,338280000.0,338280000.0,18507000.0,18507000.0,882753000.0,,882753000.0,66729000.0,816024000.0,,,,,3716343000.0,49023000.0,,,436121000.0,,,,,40746000.0,0.0,293331000.0,,,2897122000.0,2842733000.0,54389000.0,,2024-03-31
5707162.0,5707162.0,,9442000.0,3481724000.0,3502896000.0,2344137000.0,3481724000.0,9442000.0,3502896000.0,3502896000.0,3502896000.0,3502896000.0,3445824000.0,,,57072000.0,57072000.0,1042602000.0,145468000.0,,,13433000.0,3104000.0,3104000.0,109489000.0,897134000.0,33006000.0,6338000.0,6338000.0,0.0,184242000.0,299265000.0,,,19771000.0,279494000.0,4545498000.0,1304227000.0,14168000.0,,0.0,411275000.0,411275000.0,21172000.0,,857612000.0,,857612000.0,85813000.0,771799000.0,,,,,3241271000.0,25118000.0,,,397973000.0,,,,,111164000.0,0.0,324654000.0,,,2382362000.0,2334100000.0,48262000.0,,2023-09-30
5707162.0,5707162.0,25235000.0,53178000.0,3091094000.0,3155417000.0,2044725000.0,3091094000.0,13489000.0,3115728000.0,3115728000.0,3115728000.0,3115728000.0,3058656000.0,1655287000.0,32317000.0,57072000.0,57072000.0,1118210000.0,128835000.0,52000.0,102336000.0,0.0,6228000.0,6228000.0,,989375000.0,33744000.0,46950000.0,7261000.0,39689000.0,195761000.0,733524000.0,409472000.0,2672000.0,,321380000.0,4233938000.0,1199838000.0,45863000.0,103747000.0,9860000.0,258821000.0,258821000.0,24634000.0,24634000.0,802776000.0,-1404659000.0,2207435000.0,27187000.0,97968000.0,1264268000.0,478412000.0,339600000.0,0.0,3034100000.0,49321000.0,2672000.0,60752000.0,506825000.0,137427000.0,205881000.0,40451000.0,123066000.0,123973000.0,4242000.0,303298000.0,-4124000.0,307422000.0,2032338000.0,2017884000.0,14454000.0,14454000.0,2023-03-31
