Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
266608544.0,266608544.0,1891490000.0,2146770000.0,11370650000.0,13425970000.0,3561190000.0,11370650000.0,91450000.0,11370650000.0,11460120000.0,11370650000.0,,11370650000.0,11104040000.0,,,266610000.0,266610000.0,4089410000.0,378310000.0,,,166270000.0,146650000.0,57180000.0,89470000.0,65390000.0,3711100000.0,66610000.0,2000120000.0,34270000.0,1965850000.0,,2330000.0,1584830000.0,,,1584830000.0,15460060000.0,8187770000.0,3330000.0,,38050000.0,38050000.0,,,,8146390000.0,,8146390000.0,8146390000.0,,,,,7272290000.0,128130000.0,,,1259450000.0,,,,,3350000.0,5553500000.0,,,327860000.0,164030000.0,163830000.0,,2024-03-31
266912700.0,266912700.0,1910494000.0,2183831000.0,10078973000.0,12924073000.0,3971811000.0,10078973000.0,,10740242000.0,10973226000.0,11101326000.0,361084000.0,10740242000.0,10477747000.0,,,262495000.0,262495000.0,3418793000.0,434892000.0,,61351000.0,140557000.0,232984000.0,,232984000.0,61351000.0,2983901000.0,87773000.0,1950847000.0,,1950847000.0,,2444000.0,937110000.0,,0.0,937110000.0,14520119000.0,7564407000.0,3412000.0,,37876000.0,37876000.0,,661269000.0,661269000.0,6841939000.0,,6841939000.0,6841939000.0,,,,,6955712000.0,153105000.0,,,1403035000.0,,,,,319000.0,4722174000.0,,,677079000.0,403742000.0,273337000.0,,2023-09-30
266912700.0,266912700.0,2328910000.0,2571880000.0,9372550000.0,12605700000.0,3116920000.0,9372550000.0,,10033820000.0,10219310000.0,10384560000.0,350740000.0,10033820000.0,10000.0,7059650000.0,2370900000.0,262490000.0,262490000.0,3621860000.0,385980000.0,-2000.0,58250000.0,142240000.0,185490000.0,,185490000.0,58251000.0,3235880000.0,14690000.0,2386390000.0,,2386390000.0,2440000.0,2444000.0,785120000.0,8320000.0,9740000.0,767060000.0,14006420000.0,7653620000.0,-110000.0,42810000.0,490000.0,34425000.0,490000.0,661270000.0,661270000.0,6912240000.0,-12665310000.0,19577680000.0,63970000.0,19103330000.0,332280000.0,78100000.0,0.0,6352800000.0,143559000.0,298340000.0,94130000.0,2144080000.0,3580000.0,1576530000.0,226660000.0,337310000.0,62880000.0,3383290000.0,-3790000.0,3386660000.0,370080000.0,127110000.0,242970000.0,242970000.0,2023-03-31
