Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Taxes Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Current Deferred Taxes Liabilities
50145950.0,50145950.0,6955467000.0,9293559000.0,9237366000.0,18597579000.0,10069251000.0,9237366000.0,4271000.0,9308291000.0,11336846000.0,10126465000.0,818174000.0,9308291000.0,9207999000.0,,,100292000.0,100292000.0,18847453000.0,2065458000.0,,,5084000.0,2032501000.0,3946000.0,2028555000.0,27873000.0,16781995000.0,25298000.0,7261058000.0,325000.0,7260733000.0,10789000.0,1518067000.0,,71648000.0,1446419000.0,28973918000.0,2122672000.0,3418000.0,,1912149000.0,,1912149000.0,,70925000.0,14132000.0,56793000.0,135194000.0,,135194000.0,135194000.0,,,,26851246000.0,62129000.0,0.0,26612000.0,,,558367000.0,,3474838000.0,,2210193000.0,20519107000.0,18185286000.0,2333821000.0,,,2024-03-31,
50145950.0,50145950.0,6590501000.0,7168977000.0,8687408000.0,15920220000.0,8346968000.0,8687408000.0,4398000.0,8755641000.0,10094312000.0,9533056000.0,777415000.0,8755641000.0,8655349000.0,,,100292000.0,100292000.0,14055048000.0,1373027000.0,,,14287000.0,1342794000.0,4123000.0,1338671000.0,15946000.0,12682021000.0,12801000.0,5826183000.0,275000.0,5825908000.0,23215000.0,1242759000.0,,46767000.0,1195992000.0,23588104000.0,2559115000.0,5315000.0,,2350261000.0,,2350261000.0,,68233000.0,11440000.0,56793000.0,134164000.0,,134164000.0,134164000.0,,,,21028989000.0,43285000.0,169877000.0,,,,620235000.0,,3000938000.0,14295000.0,2057956000.0,15122403000.0,14548325000.0,574078000.0,,,2023-09-30,
50145950.0,50145950.0,2092048000.0,4413554000.0,8208209000.0,12680922000.0,7671549000.0,8208209000.0,1428000.0,8268796000.0,9331242000.0,9043893000.0,775097000.0,8268796000.0,1091000000.0,5348781000.0,997446000.0,100292000.0,100292000.0,9585979000.0,1109062000.0,1000.0,11854000.0,31021000.0,1063714000.0,1268000.0,1062446000.0,2473000.0,8476917000.0,4641000.0,3349840000.0,160000.0,3349680000.0,12345000.0,1121078000.0,313988000.0,14537000.0,792553000.0,18629872000.0,2481406000.0,1000.0,40029000.0,2247605000.0,304075000.0,1401000.0,1942129000.0,60587000.0,3794000.0,56793000.0,131893000.0,-71189000.0,203082000.0,6094000.0,55963000.0,141025000.0,0.0,16148466000.0,42293000.0,455410000.0,13660000.0,3745662000.0,92913000.0,611727000.0,611727000.0,1784910000.0,13660000.0,2488237000.0,6955947000.0,4635869000.0,2320078000.0,1070380000.0,1249698000.0,2023-03-31,
