Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Raw Materials,Other Receivables,Cash Equivalents,Cash Financial
151251188.0,151251188.0,,6144321000.0,33036391000.0,37144266000.0,5390562000.0,33036391000.0,2055178000.0,33055123000.0,36210825000.0,33055123000.0,33055123000.0,31542611000.0,1512512000.0,1512512000.0,19127978000.0,12899303000.0,13783000.0,3321929000.0,5118385000.0,1962683000.0,3155702000.0,3233398000.0,6228675000.0,77102000.0,1025936000.0,92495000.0,933441000.0,191213000.0,870946000.0,0.0,870946000.0,52183101000.0,40563864000.0,2327683000.0,4064500000.0,4064500000.0,18732000.0,18732000.0,34152949000.0,34073040000.0,4365972000.0,29707068000.0,11619237000.0,263690000.0,2234996000.0,35559000.0,2814323000.0,6270669000.0,182011000.0,6088658000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
151251188.0,151251188.0,,6355202000.0,31918185000.0,36225793000.0,7130728000.0,31918185000.0,2069602000.0,31940193000.0,35471860000.0,31940193000.0,31940193000.0,30427681000.0,1512512000.0,1512512000.0,16429886000.0,11846381000.0,17298000.0,3263008000.0,5508775000.0,1977108000.0,3531667000.0,2939282000.0,4583505000.0,128545000.0,846427000.0,92494000.0,753933000.0,208263000.0,722434000.0,0.0,722434000.0,48370079000.0,36655846000.0,1035748000.0,3470153000.0,3470153000.0,22008000.0,22008000.0,32127937000.0,32027790000.0,1678647000.0,30349143000.0,11714233000.0,424480000.0,2357601000.0,18615000.0,1951808000.0,6961729000.0,310653000.0,6651076000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
151251188.0,151251188.0,295819000.0,4933129000.0,31515760000.0,36380518000.0,7310449000.0,31515760000.0,95581000.0,31542970000.0,35450220000.0,31542970000.0,31542970000.0,30030458000.0,1512512000.0,1512512000.0,13327440000.0,10028873000.0,20811000.0,3241401000.0,3995671000.0,88421000.0,3907250000.0,2656483000.0,3298567000.0,111924000.0,937458000.0,7160000.0,930298000.0,151090000.0,944342000.0,44522000.0,899820000.0,44870410000.0,34261394000.0,683403000.0,3312151000.0,3312151000.0,27210000.0,27210000.0,30238630000.0,30125902000.0,751148000.0,29374754000.0,10609016000.0,233757000.0,2588025000.0,,3072720000.0,4714514000.0,172785000.0,4541729000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
