Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Pensionand Other Post Retirement Benefit Plans Current
141951882.0,141951882.0,4893600000.0,8711500000.0,6753600000.0,12106900000.0,3427400000.0,6753600000.0,3383700000.0,6779100000.0,6779100000.0,6779100000.0,6779100000.0,6495200000.0,,,283900000.0,283900000.0,13886300000.0,2990900000.0,600000.0,,100000.0,2812900000.0,2812900000.0,165500000.0,10895400000.0,728500000.0,,5898600000.0,570800000.0,5327800000.0,136100000.0,4084600000.0,,,15600000.0,4069000000.0,20665400000.0,6342600000.0,91300000.0,,252800000.0,299200000.0,299200000.0,0.0,0.0,25000000.0,25500000.0,25500000.0,5409000000.0,,5409000000.0,133200000.0,5275800000.0,,,,,14322800000.0,1271900000.0,,,9156600000.0,,,,,,3275600000.0,,,618700000.0,184500000.0,434200000.0,,2024-03-31,,
141885268.0,141885268.0,2216100000.0,5294000000.0,7133300000.0,9735100000.0,4154200000.0,7133300000.0,2714600000.0,7155700000.0,7155700000.0,7155700000.0,7155700000.0,6871900000.0,,,283800000.0,283800000.0,10882300000.0,2405900000.0,500000.0,,1100000.0,2227100000.0,2227100000.0,163400000.0,8476400000.0,683000000.0,,3066900000.0,487500000.0,2579400000.0,128100000.0,4550200000.0,,,44400000.0,4505800000.0,18038000000.0,5407400000.0,197300000.0,,250700000.0,275000000.0,275000000.0,0.0,0.0,25000000.0,22400000.0,22400000.0,4484200000.0,,4484200000.0,117600000.0,4366600000.0,,,,,12630600000.0,1063800000.0,,,7634500000.0,,,,,,3438200000.0,,,494100000.0,130800000.0,363300000.0,,2023-09-30,,
141655235.0,141655235.0,1478600000.0,3522600000.0,6395900000.0,8226900000.0,3858600000.0,6395900000.0,1712600000.0,6416900000.0,6416900000.0,6416900000.0,6416900000.0,125700000.0,3568800000.0,407400000.0,283300000.0,283300000.0,7736200000.0,1475200000.0,300000.0,300000.0,4500000.0,1298900000.0,1298900000.0,156200000.0,6261000000.0,304900000.0,49000000.0,2223700000.0,413700000.0,1810000000.0,113600000.0,3473800000.0,353500000.0,33400000.0,49000000.0,3086900000.0,14153100000.0,4033500000.0,116100000.0,479900000.0,298200000.0,10100000.0,10100000.0,,,23100000.0,21000000.0,21000000.0,3200800000.0,-2112600000.0,5313400000.0,147000000.0,221500000.0,1915600000.0,3024500000.0,4800000.0,0.0,10119600000.0,118300000.0,33400000.0,985400000.0,5871100000.0,76700000.0,3480500000.0,352400000.0,1961500000.0,1600000.0,2553700000.0,-592400000.0,3146100000.0,556100000.0,224700000.0,331400000.0,331400000.0,2023-03-31,,
