Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current
635100946.0,635100946.0,30303030000.0,49051020000.0,128859150000.0,178440460000.0,19838870000.0,128859150000.0,9632410000.0,139021850000.0,165749340000.0,139021850000.0,139021850000.0,138386750000.0,,,,635100000.0,635100000.0,130551630000.0,60113400000.0,8348670000.0,,,16529730000.0,33865800000.0,7138310000.0,26727490000.0,1369200000.0,70438230000.0,18620660000.0,,15185220000.0,2494100000.0,12691120000.0,2387960000.0,31227260000.0,,,1440780000.0,29786480000.0,269573480000.0,179296380000.0,765360000.0,,,824680000.0,,4111640000.0,4111640000.0,,53430000.0,10162700000.0,7852020000.0,2310680000.0,163378570000.0,,163378570000.0,2829770000.0,160548800000.0,,,,,90277100000.0,4685590000.0,,,,42457260000.0,,,,,26648440000.0,,,16485810000.0,7370230000.0,9115580000.0,,,2024-03-31,,,
635100946.0,635100946.0,40448240000.0,55325640000.0,119950010000.0,177511770000.0,10560720000.0,119950010000.0,7637240000.0,129823370000.0,158906560000.0,129823370000.0,129823370000.0,129188270000.0,,,,635100000.0,635100000.0,134100420000.0,59067900000.0,8738150000.0,,,14422350000.0,34535800000.0,5452610000.0,29083190000.0,1371600000.0,75032520000.0,19851870000.0,,20789840000.0,2184630000.0,18605210000.0,2256620000.0,29352490000.0,,,1374270000.0,27978220000.0,263923790000.0,178330550000.0,946400000.0,,,683000000.0,,3280710000.0,3280710000.0,,51760000.0,9873360000.0,7618840000.0,2254520000.0,163495320000.0,,163495320000.0,3214980000.0,160280340000.0,,,,,85593240000.0,6936820000.0,,,,42106380000.0,,,,,24118110000.0,,,12431930000.0,5191770000.0,7240160000.0,,,2023-09-30,,,
635100946.0,635100946.0,47516390000.0,64205300000.0,118570760000.0,184654330000.0,8483150000.0,118570760000.0,8328800000.0,128777830000.0,166676270000.0,128777830000.0,128777830000.0,25500000.0,31220000.0,76375940000.0,31362070000.0,635100000.0,635100000.0,144814270000.0,64710370000.0,246230000.0,4111830000.0,5370910000.0,9593990000.0,44040180000.0,6141740000.0,37898440000.0,1347230000.0,80103900000.0,140870000.0,1053600000.0,20165120000.0,2187060000.0,17978060000.0,2144640000.0,43527310000.0,9886610000.0,102200000.0,1053600000.0,33538500000.0,273592100000.0,185005050000.0,774650000.0,56530000.0,1974520000.0,718920000.0,892350000.0,290940000.0,4406680000.0,290940000.0,49820000.0,10207070000.0,7918860000.0,2288210000.0,168847910000.0,-111388450000.0,280236360000.0,1993590000.0,7828840000.0,211734560000.0,55240770000.0,3438600000.0,0.0,88587050000.0,299240000.0,278250000.0,102200000.0,4792460000.0,44284620000.0,27498520000.0,2427760000.0,14358340000.0,1451420000.0,24885340000.0,-866100000.0,25751440000.0,12493520000.0,4133410000.0,8360110000.0,1385500000.0,6974610000.0,2023-03-31,,,
