Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.020051,100971376.0,0.0,0.0,69980051.0,22668602.0,1000999642.0,100971376.0,78302774.0,-6890815.0,6890815.0,69980051.0,69980051.0,1106512165.0,,,,,69980051.0,69980051.0,0.0,69980051.0,69980051.0,69980051.0,1431909.0,71411959.0,82384082.0,0.0,,-6890815.0,6890815.0,-4081309.0,105512523.0,22668602.0,22668602.0,82843921.0,82843921.0,101431214.0,1000999642.0,1102430856.0,1102430856.0,2024-03-31
0.0,0.3,5046411.0,0.0,0.0,628799.0,299612.0,163791802.0,5046411.0,4746799.0,-2313710.0,2313710.0,628799.0,628799.0,187216612.0,19736863.0,16936863.0,0.03,0.04,628799.0,628799.0,0.0,628799.0,628798.0,628798.0,1804291.0,2433089.0,86944.0,0.0,,-2313710.0,2313710.0,4659855.0,23424810.0,299612.0,299612.0,23125198.0,23125198.0,28084665.0,163791802.0,191876467.0,191876467.0,2023-12-31
0.0,0.3,6309267.0,0.0,0.0,223489.0,425605.0,180361582.0,6309267.0,5883662.0,-1951787.0,1951787.0,223489.0,223489.0,202054922.0,16586863.0,16586863.0,0.01,0.01,223489.0,223489.0,0.0,223489.0,223489.0,223489.0,3708386.0,3931875.0,712303.0,0.0,,-1951787.0,1951787.0,5171360.0,21693340.0,425605.0,425605.0,21267735.0,21267735.0,26864700.0,180361582.0,207226282.0,207226282.0,2023-09-30
0.0,0.3,11854985.0,0.0,0.0,3700052.0,150765.0,121102708.0,11854985.0,11704220.0,-2188001.0,2188001.0,3700052.0,3700052.0,195826608.0,19473958.0,16818418.0,0.19,0.22,3700052.0,3700052.0,0.0,3700052.0,3700051.0,3700051.0,5816168.0,9516219.0,860683.0,0.0,,-2188001.0,2188001.0,10843538.0,74723900.0,150765.0,150765.0,74573135.0,74573135.0,85567438.0,121102708.0,206670146.0,206670146.0,2023-06-30
-3270003.3,0.3,7066435.0,-10900011.0,-10900011.0,-5984104.0,993440.0,210876981.0,-3833576.0,-4827016.0,-1300186.0,914369.0,1645903.7,-5984104.0,218543888.0,,,,,-5984104.0,-5984104.0,0.0,-5984104.0,-5984104.0,-5984104.0,242719.0,-5741385.0,-363261.0,-10900011.0,-115661.0,-1300186.0,914369.0,26356756.0,7666907.0,993440.0,993440.0,-37810313.0,-40271060.0,34023663.0,210876981.0,244900644.0,244900644.0,2023-03-31
,,,,,,,,,,,,,,,19736863.0,16936863.0,2.22,2.59,,,,,,,,,,,-477809.0,,,,,,,,,,,,,2022-12-31
0.0,0.3,12276000.0,0.0,0.0,1039000.0,5811000.0,253885000.0,12276000.0,6465000.0,-2488000.0,2488000.0,1039000.0,1039000.0,291715000.0,25975000.0,25975000.0,0.04,0.04,1039000.0,1039000.0,0.0,1039000.0,1039000.0,1039000.0,2938000.0,3977000.0,202000.0,0.0,,-2488000.0,2488000.0,6263000.0,37830000.0,5811000.0,5811000.0,32019000.0,32019000.0,44093000.0,253885000.0,297978000.0,297978000.0,2024-06-30 00:00:00
