Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
125977.198697,0.157471,1270000000.0,800000.0,800000.0,555800000.0,219400000.0,1739900000.0,1270800000.0,1051400000.0,-69000000.0,69000000.0,555125977.198697,555800000.0,5327900000.0,,,,,555800000.0,555800000.0,0.0,555800000.0,-289200000.0,869900000.0,,0.0,869900000.0,154700000.0,982400000.0,128200000.0,800000.0,-69000000.0,69000000.0,922400000.0,3588000000.0,2050100000.0,219400000.0,219400000.0,955900000.0,955900000.0,4510400000.0,1739900000.0,6250300000.0,6250300000.0,2024-03-31
-596433.365292,0.082838,1358500000.0,-7200000.0,-7200000.0,700700000.0,226400000.0,3180800000.0,1351300000.0,1124900000.0,-81900000.0,81900000.0,707303566.634708,700700000.0,7009100000.0,128805147.0,128805147.0,5.44,5.44,700700000.0,700700000.0,0.0,700700000.0,-257400000.0,956500000.0,,0.0,956500000.0,86400000.0,1043000000.0,370000000.0,-7200000.0,-81900000.0,81900000.0,762100000.0,3828300000.0,2317200000.0,226400000.0,226400000.0,916100000.0,916100000.0,4590400000.0,3180800000.0,7771200000.0,7771200000.0,2023-12-31
0.0,0.3,803400000.0,0.0,0.0,306700000.0,225800000.0,3028800000.0,803400000.0,577600000.0,-129700000.0,129700000.0,306700000.0,306700000.0,6491600000.0,128774704.0,128774704.0,2.53,2.53,325800000.0,325800000.0,0.0,325800000.0,-177300000.0,503100000.0,19100000.0,0.0,484000000.0,-36100000.0,447900000.0,64900000.0,0.0,-129700000.0,129700000.0,512900000.0,3462800000.0,2008500000.0,225800000.0,225800000.0,926600000.0,926600000.0,3975700000.0,3028800000.0,7004500000.0,7004500000.0,2023-09-30
0.0,0.3,805535000.0,0.0,0.0,303139000.0,221891000.0,3050566000.0,805535000.0,583644000.0,-127888000.0,127888000.0,303139000.0,303139000.0,6989021000.0,128995319.0,128995319.0,2.35,2.35,303139000.0,303139000.0,0.0,303139000.0,-195004000.0,498143000.0,,0.0,498143000.0,-38261000.0,455756000.0,131275000.0,0.0,-127888000.0,127888000.0,452368000.0,3938455000.0,2309984000.0,221891000.0,221891000.0,1077259000.0,1077259000.0,4390823000.0,3050566000.0,7441389000.0,7441389000.0,2023-06-30
-2523281.248427,0.136793,957695000.0,-18446000.0,-18446000.0,319842000.0,222122000.0,2561490000.0,939249000.0,717127000.0,220869000.0,81319000.0,335764718.751573,319842000.0,5211731000.0,,,,,319842000.0,319842000.0,0.0,319842000.0,-229647000.0,548833000.0,,0.0,548833000.0,86974000.0,635808000.0,-259159000.0,-18446000.0,220869000.0,81319000.0,692636000.0,2650241000.0,894372000.0,222122000.0,217416000.0,1167535000.0,1034152000.0,3342877000.0,2561490000.0,5904367000.0,5904367000.0,2023-03-31
,,,,,,,,,,,,,,,129102564.0,129102564.0,-0.78,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-4170000.0,0.3,792300000.0,-13900000.0,-13900000.0,321400000.0,202600000.0,3224800000.0,778400000.0,575800000.0,-95600000.0,95600000.0,331130000.0,321400000.0,6445700000.0,129076305.0,129076305.0,2.49,2.49,321400000.0,321400000.0,0.0,321400000.0,-186600000.0,508000000.0,,0.0,508000000.0,-25100000.0,480200000.0,125200000.0,-13900000.0,-95600000.0,95600000.0,464600000.0,3220900000.0,1806200000.0,202600000.0,202600000.0,871800000.0,871800000.0,3685500000.0,3224800000.0,6910300000.0,6910300000.0,2024-06-30 00:00:00
