Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
8598418.0,8598418.0,5516800000.0,5519200000.0,1373900000.0,5516800000.0,5519200000.0,5519200000.0,5519200000.0,5519200000.0,5433200000.0,,,86000000.0,86000000.0,528200000.0,175300000.0,164500000.0,10800000.0,352900000.0,65700000.0,,11100000.0,263200000.0,,,0.0,263200000.0,6047400000.0,4320600000.0,16800000.0,,2904800000.0,2904800000.0,2400000.0,,1248000000.0,,1248000000.0,19400000.0,1228600000.0,,,,,1726800000.0,48300000.0,,,926400000.0,,,,6000000.0,337100000.0,,,409000000.0,344500000.0,64500000.0,,,2024-03-31
8598418.0,8598418.0,5944800000.0,5947100000.0,1122100000.0,5944800000.0,5947100000.0,5947100000.0,5947100000.0,5947100000.0,5861100000.0,,,86000000.0,86000000.0,758900000.0,298100000.0,231500000.0,66600000.0,460800000.0,91000000.0,,2600000.0,351400000.0,,,7900000.0,343500000.0,6706000000.0,5123100000.0,9800000.0,,3670800000.0,3670800000.0,2300000.0,,1240200000.0,,1240200000.0,66000000.0,1174200000.0,,,,,1582900000.0,41300000.0,,,479300000.0,,,,,344500000.0,,,717800000.0,540400000.0,177400000.0,,,2023-09-30
8598418.0,8598418.0,4527300000.0,4528900000.0,963500000.0,4527300000.0,4528900000.0,4528900000.0,4528900000.0,4528900000.0,4442900000.0,633000000.0,16000000.0,86000000.0,86000000.0,616200000.0,135400000.0,135400000.0,66600000.0,480800000.0,45700000.0,5500000.0,5500000.0,406600000.0,26300000.0,4600000.0,2800000.0,372900000.0,5145100000.0,3700800000.0,10100000.0,11500000.0,2245600000.0,2245600000.0,1600000.0,1600000.0,1192900000.0,-454300000.0,1647200000.0,11100000.0,1181800000.0,1365100000.0,225000000.0,46000000.0,0.0,1444300000.0,4200000.0,4600000.0,63700000.0,830100000.0,740200000.0,24100000.0,65800000.0,1800000.0,225400000.0,0.0,225400000.0,314500000.0,233500000.0,81000000.0,34000000.0,47000000.0,2023-03-31
