Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Defined Pension Benefit
212231034.0,212231034.0,3305646000.0,3707121000.0,11467896000.0,15119602000.0,7697124000.0,11467896000.0,79695000.0,11492176000.0,11769552000.0,13698611000.0,2206435000.0,11492176000.0,10431021000.0,,,1061155000.0,1061155000.0,6019228000.0,484588000.0,,,125905000.0,333398000.0,56022000.0,277376000.0,25282000.0,5534640000.0,247919000.0,3373723000.0,23673000.0,3350050000.0,15859000.0,1474314000.0,,,32458000.0,1441856000.0,19717839000.0,6486075000.0,287029000.0,,20766000.0,636764000.0,636764000.0,,3171000.0,3171000.0,24280000.0,24280000.0,5394976000.0,,5394976000.0,1800140000.0,3594836000.0,,,,,13231764000.0,604769000.0,0.0,,,4621535000.0,,,,,10494000.0,6105834000.0,,,1889132000.0,1567352000.0,321780000.0,,,2024-03-31,,
212231034.0,212231034.0,2846440000.0,3286410000.0,8936020000.0,12173510000.0,6604840000.0,8936020000.0,85720000.0,8972820000.0,9059440000.0,11027070000.0,2054250000.0,8972820000.0,143770000.0,6315980000.0,4688730000.0,975000000.0,975000000.0,5833400000.0,253470000.0,0.0,27070000.0,73600000.0,152800000.0,66180000.0,86620000.0,,5579930000.0,201060000.0,3133610000.0,19540000.0,3114070000.0,12040000.0,1999720000.0,114490000.0,4670000.0,174500000.0,1706060000.0,16860470000.0,4675700000.0,,631560000.0,27080000.0,693880000.0,638630000.0,55250000.0,7750000.0,7750000.0,36800000.0,36800000.0,3200520000.0,-1790600000.0,4991120000.0,520640000.0,1254350000.0,2315170000.0,710170000.0,190790000.0,0.0,12184770000.0,,154450000.0,149430000.0,484120000.0,4113630000.0,238950000.0,2416280000.0,477370000.0,981030000.0,101320000.0,5288450000.0,-63630000.0,5352080000.0,1893370000.0,1539120000.0,354250000.0,0.0,354250000.0,2023-06-30,,
