Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
27125767.0,27125767.0,97343000.0,100000000.0,-41216000.0,58800000.0,57547000.0,-41216000.0,-41200000.0,58800000.0,-41200000.0,-41200000.0,-312805000.0,,,271605000.0,271605000.0,103986000.0,100000000.0,100000000.0,100000000.0,3986000.0,17000.0,,428000.0,248000.0,,,248000.0,62786000.0,1253000.0,1116000.0,1116000.0,16000.0,121000.0,,,,,,61533000.0,,,,877000.0,60656000.0,57999000.0,2657000.0,,,2024-03-31
27125767.0,27125767.0,97931000.0,100000000.0,-43141000.0,56878000.0,51548000.0,-43141000.0,-43122000.0,56878000.0,-43122000.0,-43122000.0,-314727000.0,,,271605000.0,271605000.0,104098000.0,100000000.0,100000000.0,100000000.0,4098000.0,59000.0,,396000.0,337000.0,,,337000.0,60976000.0,5330000.0,5187000.0,5187000.0,19000.0,124000.0,,,,,,55646000.0,5000.0,,,666000.0,54975000.0,52906000.0,2069000.0,,,2023-09-30
27125767.0,27125767.0,92277000.0,100000000.0,-42356000.0,57644000.0,4485000.0,-42356000.0,-42356000.0,57644000.0,-42356000.0,-42356000.0,-313961000.0,-1577120000.0,911816000.0,271605000.0,271605000.0,103719000.0,100000000.0,100000000.0,100000000.0,3719000.0,17000.0,281000.0,281000.0,3388000.0,17000.0,3062000.0,309000.0,61363000.0,53159000.0,53023000.0,53023000.0,,127000.0,-1615000.0,1742000.0,139000.0,1603000.0,0.0,8204000.0,20000.0,474000.0,7000.0,454000.0,7723000.0,7000.0,7723000.0,5000000.0,2723000.0,2023-03-31
27125767.0,27125767.0,96244000.0,100000000.0,-41360000.0,58652000.0,783000.0,-41360000.0,-41348000.0,58652000.0,-41348000.0,-41348000.0,-312953000.0,,,271605000.0,271605000.0,104198000.0,100000000.0,100000000.0,100000000.0,4198000.0,6000.0,,483000.0,416000.0,,,416000.0,62850000.0,57869000.0,57739000.0,57739000.0,12000.0,118000.0,,,,,,4981000.0,,,,1068000.0,3913000.0,157000.0,3756000.0,,,2024-09-30 00:00:00
