Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-103994913.644214,0.391105,2476100000.0,-265900000.0,-265900000.0,627200000.0,728100000.0,9797000000.0,2210200000.0,1482100000.0,-324100000.0,324100000.0,789105086.355786,624600000.0,15611600000.0,,,,,624600000.0,624600000.0,0.0,624600000.0,-82700000.0,707300000.0,-2600000.0,709900000.0,452900000.0,1158000000.0,105800000.0,-265900000.0,-142200000.0,0.0,-324100000.0,324100000.0,1647000000.0,5814600000.0,4156700000.0,728100000.0,728100000.0,7461600000.0,9797000000.0,17258600000.0,17258600000.0,2024-03-31
0.0,0.292782,2423800000.0,0.0,0.0,433400000.0,643100000.0,8486700000.0,2423800000.0,1780700000.0,-301100000.0,301100000.0,433400000.0,429500000.0,13895300000.0,10409598.0,9889477.0,41.26,43.43,429500000.0,429500000.0,0.0,429500000.0,-617900000.0,1047400000.0,-3900000.0,1051300000.0,433200000.0,1479600000.0,167100000.0,0.0,,0.0,-301100000.0,301100000.0,1618500000.0,5408600000.0,3821700000.0,643100000.0,643100000.0,7027100000.0,8486700000.0,15513800000.0,15513800000.0,2023-12-31
-145559902.41294,0.396297,2740400000.0,-367300000.0,-367300000.0,1149300000.0,575900000.0,8215700000.0,2373100000.0,1797200000.0,-301100000.0,301100000.0,1371040097.58706,1155700000.0,13724300000.0,10143058.0,9887073.0,113.94,116.89,1155700000.0,1155700000.0,0.0,1155700000.0,243400000.0,912200000.0,6400000.0,905800000.0,592900000.0,1496100000.0,136600000.0,-367300000.0,367300000.0,0.0,-301100000.0,301100000.0,2027900000.0,5508600000.0,4037000000.0,575900000.0,575900000.0,7536500000.0,8215700000.0,15752200000.0,15752200000.0,2023-09-30
0.0,0.336628,2185800000.0,0.0,0.0,405900000.0,473500000.0,8268400000.0,2185800000.0,1712300000.0,-295900000.0,295900000.0,405900000.0,406600000.0,13470100000.0,10278059.0,9885728.0,39.56,41.13,406600000.0,406600000.0,0.0,406600000.0,-533700000.0,940300000.0,700000.0,939600000.0,476800000.0,1416400000.0,124400000.0,0.0,,,-295900000.0,295900000.0,1587900000.0,5201700000.0,3910100000.0,473500000.0,473500000.0,6789600000.0,8268400000.0,15058000000.0,15058000000.0,2023-06-30
21390000.0,0.3,2269400000.0,71300000.0,71300000.0,438700000.0,487200000.0,14619100000.0,2340700000.0,1853500000.0,-261000000.0,207700000.0,388790000.0,438700000.0,13200400000.0,,,,,426800000.0,438700000.0,0.0,438700000.0,-492200000.0,930900000.0,,930900000.0,714900000.0,1645800000.0,62300000.0,71300000.0,,0.0,-261000000.0,207700000.0,1997000000.0,-1418700000.0,-4469400000.0,487200000.0,480500000.0,578300000.0,14619100000.0,15197400000.0,15197400000.0,2023-03-31
,,,,,,,,,,,,,,,10195951.0,9808381.0,61.75,64.19,,,,,,,-3000000.0,,,,,,,0.0,,,,,,,,,,,,2022-12-31
0.0,0.31051,1912000000.0,0.0,0.0,286500000.0,613600000.0,8804600000.0,1912000000.0,1298400000.0,-337400000.0,337400000.0,286500000.0,285400000.0,14416500000.0,10574287.0,9933867.0,26.99,28.73,285400000.0,285400000.0,0.0,285400000.0,-376100000.0,661500000.0,-1100000.0,662600000.0,298400000.0,961000000.0,152300000.0,0.0,,,-337400000.0,337400000.0,1146100000.0,5611900000.0,4027200000.0,613600000.0,613600000.0,6758000000.0,8804600000.0,15562600000.0,15562600000.0,2024-06-30 00:00:00
