Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
300501383.0,300501383.0,1546500000.0,1674200000.0,16316900000.0,17954500000.0,4053300000.0,16316900000.0,56700000.0,16337000000.0,16337000000.0,16336900000.0,-100000.0,16337000000.0,14834500000.0,,,,1502500000.0,1502500000.0,5467400000.0,673800000.0,,558300000.0,38800000.0,38800000.0,0.0,76700000.0,4793600000.0,302100000.0,,1635400000.0,17900000.0,1617500000.0,,76600000.0,1240900000.0,,126600000.0,1114300000.0,21804300000.0,12957400000.0,280800000.0,,0.0,191300000.0,191300000.0,20100000.0,19700000.0,400000.0,12465200000.0,,12465200000.0,2614200000.0,9851000000.0,,,,,8846900000.0,542700000.0,,,5081900000.0,,,,11000000.0,0.0,3117500000.0,,,93800000.0,22800000.0,71000000.0,,,2024-03-31
300501383.0,300501383.0,275000000.0,468200000.0,15679200000.0,16092700000.0,5712500000.0,15679200000.0,64900000.0,15689400000.0,15689400000.0,15690500000.0,1100000.0,15689400000.0,14186900000.0,,,,1502500000.0,1502500000.0,3873300000.0,685500000.0,,559200000.0,47800000.0,47800000.0,0.0,78500000.0,3187800000.0,489600000.0,,420400000.0,17100000.0,403300000.0,,27800000.0,1813000000.0,,242000000.0,1571000000.0,19563800000.0,10663500000.0,234400000.0,,0.0,201400000.0,201400000.0,10200000.0,9800000.0,400000.0,10217500000.0,,10217500000.0,415600000.0,9801900000.0,,,,,8900300000.0,437200000.0,,,4690900000.0,,,,5100000.0,0.0,3575000000.0,,,192100000.0,63800000.0,128300000.0,,,2023-09-30
300501383.0,300501383.0,495900000.0,842500000.0,14778600000.0,15547500000.0,4681600000.0,14778600000.0,73600000.0,14778600000.0,14778600000.0,14779700000.0,1100000.0,14778600000.0,13276100000.0,1855700000.0,2067200000.0,4802300000.0,1502500000.0,1502500000.0,4637700000.0,612700000.0,74500000.0,481300000.0,56900000.0,56900000.0,0.0,74500000.0,4025000000.0,121400000.0,226200000.0,785600000.0,16700000.0,768900000.0,21700000.0,61400000.0,2334200000.0,263000000.0,226200000.0,2071200000.0,19417400000.0,10710800000.0,9800000.0,322900000.0,0.0,193000000.0,193000000.0,0.0,,0.0,10378100000.0,-11874800000.0,22252900000.0,190800000.0,10187300000.0,18053000000.0,1650400000.0,2358700000.0,0.0,8706600000.0,46200000.0,14800000.0,420000000.0,4769200000.0,933900000.0,1280500000.0,2554800000.0,84300000.0,15800000.0,3083300000.0,-403400000.0,3486700000.0,273000000.0,100400000.0,273000000.0,0.0,273000000.0,2023-03-31
