Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
271914102.0,271914102.0,10984300000.0,16999200000.0,18637100000.0,11857400000.0,16999200000.0,10984300000.0,18637100000.0,18637100000.0,18930900000.0,293800000.0,18637100000.0,17277600000.0,,,1359500000.0,1359500000.0,14595900000.0,9536100000.0,3300000.0,9525600000.0,9525600000.0,7200000.0,5059800000.0,641900000.0,1458700000.0,1458700000.0,0.0,80300000.0,2588900000.0,,,18500000.0,2570400000.0,33526800000.0,16609600000.0,26000000.0,,362500000.0,,1133300000.0,1133300000.0,135100000.0,135100000.0,1637900000.0,1228800000.0,409100000.0,13278100000.0,,13278100000.0,72900000.0,13205200000.0,,,,16917200000.0,432200000.0,900000.0,,,7101500000.0,,16600000.0,,756700000.0,,,8609300000.0,8130100000.0,479200000.0,,2024-03-31
271735056.0,271735056.0,10597500000.0,15090900000.0,16735800000.0,10692500000.0,15090900000.0,10597500000.0,16735800000.0,16735800000.0,17015800000.0,280000000.0,16735800000.0,15377100000.0,,,1358700000.0,1358700000.0,14624100000.0,9279300000.0,20700000.0,9246400000.0,9246400000.0,12200000.0,5344800000.0,499200000.0,1351100000.0,1351100000.0,0.0,103700000.0,3041100000.0,,,136100000.0,2905000000.0,31639900000.0,15602600000.0,46800000.0,,102300000.0,,751500000.0,751500000.0,116100000.0,116100000.0,1644900000.0,1235800000.0,409100000.0,12933100000.0,,12933100000.0,129400000.0,12803700000.0,,,,16037300000.0,433400000.0,,,,7048700000.0,,15800000.0,,1304300000.0,,,7235100000.0,6909400000.0,325700000.0,,2023-09-30
271733221.0,271733221.0,9429650000.0,13801148000.0,15492494000.0,9878684000.0,13801148000.0,9414425000.0,15477269000.0,15477269000.0,15741220000.0,263951000.0,15477269000.0,108229000.0,11067762000.0,2943866000.0,1358666000.0,1358666000.0,13531108000.0,8173354000.0,34089000.0,8128141000.0,8128141000.0,11124000.0,5357754000.0,-1000.0,1301509000.0,1286284000.0,15225000.0,129279000.0,3423431000.0,594678000.0,330000.0,15261000.0,2813162000.0,29272328000.0,14035890000.0,-1000.0,655033000.0,49146000.0,13400000.0,13698000.0,13698000.0,104887000.0,104887000.0,1676121000.0,1266997000.0,409124000.0,11524764000.0,-4746031000.0,16270795000.0,172504000.0,11559499000.0,1481548000.0,3057244000.0,0.0,15236438000.0,15769000.0,0.0,781000.0,764069000.0,6457567000.0,6457567000.0,94027000.0,0.0,1261393000.0,-213373000.0,1474766000.0,6642832000.0,6324525000.0,318307000.0,318307000.0,2023-03-31
