Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Defined Pension Benefit
231999969.0,231999969.0,807500000.0,9614800000.0,14895700000.0,4964800000.0,9614800000.0,314100000.0,14402300000.0,14405000000.0,16741600000.0,2339300000.0,14402300000.0,13938300000.0,,,464000000.0,464000000.0,7902300000.0,1002400000.0,315300000.0,,,427700000.0,197500000.0,194800000.0,2700000.0,57300000.0,6899900000.0,784000000.0,610000000.0,119300000.0,490700000.0,818000000.0,3907500000.0,,,53400000.0,3854100000.0,24643900000.0,12779200000.0,588500000.0,,205700000.0,2654200000.0,2654200000.0,,,4787500000.0,2669300000.0,2118200000.0,4088100000.0,,4088100000.0,315500000.0,3772600000.0,,,,,11864700000.0,932600000.0,,,,,2761200000.0,,,,,,2364000000.0,,,5806900000.0,4328700000.0,1478200000.0,,,2024-03-31,,
231999969.0,231999969.0,876000000.0,9115500000.0,14271900000.0,6715200000.0,9115500000.0,347100000.0,13743000000.0,13743000000.0,16367300000.0,2624300000.0,13743000000.0,13279000000.0,,,464000000.0,464000000.0,10173400000.0,825500000.0,261600000.0,,,204500000.0,257900000.0,257900000.0,,46800000.0,9347900000.0,2293400000.0,618100000.0,89200000.0,528900000.0,711900000.0,4543600000.0,,,267600000.0,4276000000.0,26540700000.0,10477600000.0,828000000.0,,202200000.0,748600000.0,748600000.0,,,4627500000.0,1805500000.0,2822000000.0,3602200000.0,,3602200000.0,362600000.0,3239600000.0,,,,,16063100000.0,1246100000.0,,,,,3293800000.0,,,,,,2337900000.0,,,9185300000.0,7852500000.0,1332800000.0,,,2023-09-30,,
231648587.0,231648587.0,282600000.0,14080500000.0,15899300000.0,9104000000.0,14080500000.0,248700000.0,15865400000.0,15865400000.0,19675600000.0,3810200000.0,15865400000.0,137700000.0,11341400000.0,384900000.0,463300000.0,463300000.0,7568700000.0,438800000.0,169200000.0,21300000.0,169200000.0,68400000.0,178100000.0,178100000.0,0.0,21300000.0,7129900000.0,841500000.0,104500000.0,70600000.0,33900000.0,688200000.0,4952100000.0,412300000.0,30200000.0,96000000.0,4413600000.0,27244300000.0,11010400000.0,440200000.0,527700000.0,197600000.0,4951100000.0,4951100000.0,94700000.0,94700000.0,1784900000.0,1294500000.0,490400000.0,2727500000.0,-1976100000.0,4703600000.0,220200000.0,2507300000.0,2755300000.0,1526200000.0,201900000.0,0.0,16233900000.0,1059800000.0,0.0,130700000.0,30200000.0,1103400000.0,2149500000.0,32200000.0,782400000.0,67600000.0,1267300000.0,3695600000.0,1661500000.0,-887100000.0,2548600000.0,7593700000.0,6729400000.0,864300000.0,720000000.0,144300000.0,2023-03-31,,
