Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Finished Goods
114552000.0,114552000.0,,105216000.0,15492035000.0,15634893000.0,8745991000.0,15492035000.0,105216000.0,15634893000.0,15634893000.0,15634893000.0,15634893000.0,14489373000.0,,,1145520000.0,1145520000.0,95127262000.0,1216357000.0,,81736000.0,141449000.0,87719000.0,87719000.0,905453000.0,93910905000.0,76821871000.0,17497000.0,17497000.0,0.0,321547000.0,16454386000.0,,,16454386000.0,110762155000.0,8105259000.0,1372000.0,,931514000.0,931514000.0,,142858000.0,142858000.0,4976835000.0,,4976835000.0,89020000.0,4887815000.0,,,,,102656896000.0,28697331000.0,791000.0,,,27253311000.0,,,,,,1167047000.0,,,45538416000.0,45451407000.0,87009000.0,,2023-09-30,
114552000.0,114552000.0,2871863000.0,3121075000.0,14042619000.0,17149893000.0,6542532000.0,14042619000.0,109357000.0,14138175000.0,14138175000.0,14138175000.0,14138175000.0,12992655000.0,12293289000.0,92880000.0,1145520000.0,1145520000.0,93621153000.0,1212579000.0,893337000.0,81736000.0,145190000.0,92316000.0,92316000.0,893337000.0,92408574000.0,49940000.0,3028759000.0,17041000.0,3011718000.0,287974000.0,11889550000.0,149802000.0,1074000.0,11738674000.0,107759328000.0,8808222000.0,1634000.0,78276000.0,746072000.0,746028000.0,44000.0,95556000.0,95556000.0,5040953000.0,-2049981000.0,7090934000.0,48445000.0,149171000.0,5087600000.0,1217377000.0,588341000.0,0.0,98951106000.0,22007017000.0,790000.0,4261780000.0,216344000.0,29185049000.0,762108000.0,573754000.0,27849187000.0,16625314000.0,6734211000.0,508450000.0,-2574000.0,511024000.0,41419168000.0,41279313000.0,139855000.0,139855000.0,2023-03-31,
114552000.0,114552000.0,503148000.0,656706000.0,16527078000.0,17290237000.0,9894332000.0,16527078000.0,100858000.0,16734389000.0,16734389000.0,16734389000.0,16734389000.0,,14930861000.0,92880000.0,1145520000.0,1145520000.0,85784702000.0,1221214000.0,920135000.0,78356000.0,139839000.0,82884000.0,82884000.0,,84563488000.0,58739000.0,573822000.0,17974000.0,555848000.0,380392000.0,10134181000.0,208849000.0,1131000.0,9924201000.0,102519091000.0,8061271000.0,,79203000.0,746146000.0,746102000.0,44000.0,207311000.0,207311000.0,4965980000.0,-2419624000.0,7385604000.0,116186000.0,165826000.0,5254354000.0,1260897000.0,588341000.0,0.0,94457820000.0,,1599000.0,3459927000.0,258844000.0,39844414000.0,7853000.0,644517000.0,38689538000.0,5868199000.0,9270908000.0,1942070000.0,-58000.0,1942128000.0,33811859000.0,33759159000.0,52700000.0,52700000.0,2024-03-31 00:00:00,502506000.0
