Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.238979,419100000.0,0.0,0.0,315900000.0,2554300000.0,419100000.0,419100000.0,-4000000.0,4000000.0,315900000.0,315900000.0,2771300000.0,,,,,315900000.0,315900000.0,0.0,315900000.0,315900000.0,0.0,315900000.0,99200000.0,415100000.0,19300000.0,0.0,-4000000.0,4000000.0,399800000.0,217000000.0,217000000.0,616800000.0,2554300000.0,3171100000.0,3171100000.0,2024-03-31
0.0,0.241517,427700000.0,0.0,0.0,321900000.0,2525700000.0,427700000.0,427700000.0,-3300000.0,3300000.0,321900000.0,321900000.0,2710600000.0,38412888.0,38321429.0,8.38,8.4,321900000.0,321900000.0,0.0,321900000.0,321900000.0,0.0,321900000.0,102500000.0,424400000.0,19700000.0,0.0,-3300000.0,3300000.0,408000000.0,184900000.0,184900000.0,592900000.0,2525700000.0,3118600000.0,3118600000.0,2023-12-31
0.0,0.245387,475000000.0,0.0,0.0,355800000.0,2564400000.0,475000000.0,475000000.0,-3500000.0,3500000.0,355800000.0,355800000.0,2742500000.0,38423326.0,38381877.0,9.26,9.27,355800000.0,355800000.0,0.0,355800000.0,355800000.0,0.0,355800000.0,115700000.0,471500000.0,17700000.0,0.0,-3500000.0,3500000.0,457300000.0,178100000.0,178100000.0,635400000.0,2564400000.0,3199800000.0,3199800000.0,2023-09-30
0.0,0.24586,432600000.0,0.0,0.0,323300000.0,2469500000.0,432600000.0,432600000.0,-3900000.0,3900000.0,323300000.0,323300000.0,2630900000.0,38488095.0,38442331.0,8.4,8.41,323300000.0,323300000.0,0.0,323300000.0,323300000.0,,323300000.0,105400000.0,428700000.0,14800000.0,0.0,-3900000.0,3900000.0,417800000.0,161400000.0,161400000.0,579200000.0,2469500000.0,3048700000.0,3048700000.0,2023-06-30
0.0,0.243955,513300000.0,,,384600000.0,2751200000.0,513300000.0,513300000.0,40900000.0,4600000.0,384600000.0,384600000.0,2736500000.0,,,,,384600000.0,384600000.0,0.0,384600000.0,384600000.0,,384600000.0,124100000.0,508700000.0,-54600000.0,,40900000.0,4600000.0,526000000.0,-14700000.0,-330900000.0,511300000.0,2751200000.0,3262500000.0,3262500000.0,2023-03-31
,,,,,,,,,,,,,,38578313.0,38485577.0,8.3,8.32,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.247892,299200000.0,0.0,0.0,223000000.0,2485700000.0,299200000.0,299200000.0,-2700000.0,2700000.0,223000000.0,223000000.0,2653300000.0,38448276.0,38316151.0,5.8,5.82,223000000.0,223000000.0,0.0,223000000.0,223000000.0,,223000000.0,73500000.0,296500000.0,22800000.0,0.0,-2700000.0,2700000.0,276500000.0,167600000.0,167600000.0,444100000.0,2485700000.0,2929800000.0,2929800000.0,2024-06-30 00:00:00
