Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
9363863.0,9363863.0,0.0,1175414000.0,1175414000.0,25555000.0,1175414000.0,1175414000.0,1175414000.0,1175414000.0,1175414000.0,1081775000.0,,,93639000.0,93639000.0,56555000.0,54006000.0,,,49176000.0,4830000.0,2549000.0,519000.0,0.0,0.0,,511000.0,1048000.0,,1048000.0,1231969000.0,1203865000.0,516000.0,,1171761000.0,,0.0,,31588000.0,,,,,,,,,28104000.0,4397000.0,,,14429000.0,,,,,4124000.0,,,5154000.0,2252000.0,2902000.0,,2024-03-31,
9363863.0,9363863.0,0.0,1102911000.0,1102911000.0,64103000.0,1102911000.0,1102911000.0,1102911000.0,1102911000.0,1102911000.0,1009272000.0,,,93639000.0,93639000.0,52263000.0,36559000.0,4406000.0,,32153000.0,,15704000.0,217000.0,0.0,0.0,,3860000.0,10533000.0,,10533000.0,1155174000.0,1075367000.0,9161000.0,,1023105000.0,,0.0,,33412000.0,,,,,,,,,79807000.0,5131000.0,,,50634000.0,,,,,14003000.0,,,10039000.0,2872000.0,7167000.0,,2023-09-30,
9363863.0,9363863.0,,987151000.0,987198000.0,41296000.0,987151000.0,987198000.0,987198000.0,987198000.0,987198000.0,893558000.0,303426000.0,250716000.0,93639000.0,93639000.0,7248000.0,4405000.0,-1000.0,4406000.0,,,2843000.0,121000.0,,,381000.0,381000.0,2288000.0,774000.0,1514000.0,994446000.0,950307000.0,6760000.0,6760000.0,887587000.0,887587000.0,47000.0,47000.0,35724000.0,-31266000.0,66990000.0,0.0,1090000.0,42448000.0,20004000.0,3448000.0,0.0,44139000.0,-1000.0,4478000.0,2424000.0,24087000.0,19613000.0,858000.0,3616000.0,2818000.0,6350000.0,-3140000.0,9490000.0,3983000.0,4520000.0,3983000.0,3983000.0,2023-03-31,
