Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
82913915.0,82913915.0,3174230000.0,3197000000.0,-747430000.0,4964680000.0,1491180000.0,-747430000.0,,1767680000.0,2397720000.0,1767680000.0,1767680000.0,1601850000.0,,,,165830000.0,165830000.0,10332000000.0,7080240000.0,60330000.0,,81670000.0,630040000.0,,630040000.0,44230000.0,3251760000.0,461850000.0,,2566960000.0,,2566960000.0,,31570000.0,79280000.0,,182910000.0,-103630000.0,12099680000.0,7356730000.0,14770000.0,,690000.0,1919080000.0,,,2515110000.0,,,2907080000.0,,2907080000.0,206650000.0,2700430000.0,,,,,4742940000.0,597160000.0,,547510000.0,,,,,,2676080000.0,97650000.0,499770000.0,,,324770000.0,302000000.0,22770000.0,,2023-09-30
82913915.0,82913915.0,3748030000.0,3810340000.0,-1182180000.0,4179870000.0,-920150000.0,-1182180000.0,24690000.0,394220000.0,1017410000.0,394220000.0,394220000.0,228400000.0,380000000.0,-2458840000.0,2313800000.0,165830000.0,165830000.0,9489220000.0,5246220000.0,60300000.0,4405190000.0,95150000.0,641770000.0,18580000.0,623190000.0,43810000.0,4243000000.0,27110000.0,182910000.0,3168570000.0,6110000.0,3162460000.0,12480000.0,29350000.0,822580000.0,128450000.0,182910000.0,694130000.0,9883440000.0,6560750000.0,7580000.0,3210000.0,0.0,1992610000.0,4400000.0,1988210000.0,1576400000.0,1407260000.0,169140000.0,2988530000.0,-3677250000.0,6665780000.0,206650000.0,470050000.0,2872550000.0,1562380000.0,1554150000.0,0.0,3322850000.0,616180000.0,1222340000.0,797600000.0,-809300000.0,19200000.0,212700000.0,458600000.0,916400000.0,397990000.0,99190000.0,768110000.0,-33710000.0,801820000.0,37620000.0,606160000.0,37620000.0,37620000.0,2023-03-31
