Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.17304,788800000.0,609800000.0,6194990000.0,788800000.0,788800000.0,-51400000.0,51400000.0,609800000.0,609800000.0,6666790000.0,,,,,609800000.0,609800000.0,0.0,609800000.0,609800000.0,609800000.0,127600000.0,737400000.0,33300000.0,-51400000.0,51400000.0,742910000.0,471800000.0,437700000.0,1214710000.0,6194990000.0,7409700000.0,7409700000.0,2024-03-31
0.0,0.201853,560700000.0,413600000.0,4292500000.0,560700000.0,560700000.0,-42500000.0,42500000.0,413600000.0,413600000.0,4583900000.0,60467836.0,60467836.0,6.84,6.84,413600000.0,413600000.0,0.0,413600000.0,413600000.0,413600000.0,104600000.0,518200000.0,22600000.0,-42500000.0,42500000.0,534400000.0,291400000.0,248600000.0,825800000.0,4292500000.0,5118300000.0,5118300000.0,2023-12-31
0.0,0.196025,626700000.0,469200000.0,4854800000.0,626700000.0,626700000.0,-43100000.0,43100000.0,469200000.0,469200000.0,5150200000.0,60541935.0,60541935.0,7.75,7.75,469200000.0,469200000.0,0.0,469200000.0,469200000.0,469200000.0,114400000.0,583600000.0,38600000.0,-43100000.0,43100000.0,593900000.0,295400000.0,260300000.0,889300000.0,4854800000.0,5744100000.0,5744100000.0,2023-09-30
0.0,0.192788,611100000.0,458900000.0,4414700000.0,611100000.0,611100000.0,-42600000.0,42600000.0,458900000.0,458900000.0,4734300000.0,60461133.0,60461133.0,7.59,7.59,458900000.0,458900000.0,0.0,458900000.0,458900000.0,458900000.0,109600000.0,568500000.0,50300000.0,-42600000.0,42600000.0,561000000.0,319600000.0,285400000.0,880600000.0,4414700000.0,5295300000.0,5295300000.0,2023-06-30
0.0,0.187949,629500000.0,508100000.0,4161500000.0,629500000.0,629500000.0,-11900000.0,3800000.0,508100000.0,508100000.0,4495100000.0,,,,,508100000.0,508100000.0,0.0,508100000.0,508100000.0,508100000.0,117600000.0,625700000.0,-3500000.0,-11900000.0,3800000.0,608900000.0,333600000.0,222400000.0,942500000.0,4161500000.0,5104000000.0,5104000000.0,2023-03-31
,,,,,,,,,,,,60494572.0,60494572.0,8.29,8.29,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.183298,650100000.0,501700000.0,5624500000.0,650100000.0,650100000.0,-35800000.0,35800000.0,501700000.0,501700000.0,6077100000.0,60518697.0,60518697.0,8.29,8.29,501700000.0,501700000.0,0.0,501700000.0,501700000.0,501700000.0,112600000.0,614300000.0,19400000.0,-35800000.0,35800000.0,630700000.0,452600000.0,417500000.0,1083300000.0,5624500000.0,6707800000.0,6707800000.0,2024-06-30 00:00:00
