Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Other Investments,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
55245966.0,55245966.0,806570000.0,1187920000.0,7848660000.0,11535550000.0,4200480000.0,7848660000.0,129650000.0,10477280000.0,10810520000.0,10477280000.0,,10477280000.0,10366790000.0,110490000.0,110490000.0,5244230000.0,996860000.0,514720000.0,442300000.0,109060000.0,333240000.0,39840000.0,4247370000.0,157990000.0,745620000.0,20590000.0,725030000.0,45230000.0,2291970000.0,101010000.0,2190960000.0,15721510000.0,7273660000.0,636250000.0,48100000.0,36300000.0,36300000.0,250680000.0,2628620000.0,1441510000.0,1187110000.0,3619030000.0,3619030000.0,472090000.0,3146940000.0,8447850000.0,630120000.0,12100000.0,2823260000.0,7000000.0,4251330000.0,724040000.0,472340000.0,251700000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
55236616.0,55236616.0,809880000.0,1316060000.0,7049220000.0,11098790000.0,3742770000.0,7049220000.0,,9782730000.0,10082170000.0,9782730000.0,,9782730000.0,9672280000.0,110450000.0,110450000.0,5559910000.0,871910000.0,544570000.0,299440000.0,,299440000.0,27900000.0,4688000000.0,204420000.0,1016620000.0,,1016620000.0,44240000.0,2310170000.0,116110000.0,2194060000.0,15342640000.0,6911870000.0,532300000.0,39010000.0,29840000.0,29840000.0,248630000.0,2733510000.0,1546400000.0,1187110000.0,3265140000.0,3265140000.0,242500000.0,3022640000.0,8430770000.0,621300000.0,12100000.0,2828450000.0,3510000.0,4135720000.0,829690000.0,323510000.0,506180000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
55155486.0,55155486.0,40960000.0,739280000.0,6421590000.0,9890940000.0,3742950000.0,6421590000.0,,9151660000.0,9500990000.0,9151660000.0,0.0,9151660000.0,9041350000.0,110310000.0,110310000.0,4523990000.0,1055360000.0,587200000.0,349330000.0,,349330000.0,44900000.0,3468630000.0,63560000.0,389950000.0,,389950000.0,17430000.0,1936490000.0,84630000.0,1851860000.0,13675650000.0,6464070000.0,90960000.0,31990000.0,37160000.0,37160000.0,249660000.0,2730070000.0,1542960000.0,1187110000.0,3266830000.0,3266830000.0,130720000.0,3136110000.0,7211580000.0,269420000.0,,1884780000.0,2940000.0,3536600000.0,1517840000.0,819520000.0,698320000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
