Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Payable,Dividends Payable,Non Current Prepaid Assets,Restricted Cash
111403716.0,111403716.0,1052600000.0,1955300000.0,4582000000.0,2816800000.0,1955300000.0,10000000.0,3539400000.0,4582000000.0,3539400000.0,3539400000.0,2425400000.0,,,1114000000.0,1114000000.0,1691100000.0,1137400000.0,-100000.0,,74300000.0,1048900000.0,6300000.0,1042600000.0,14300000.0,553700000.0,14600000.0,3700000.0,3700000.0,,20100000.0,507200000.0,326800000.0,180400000.0,5230500000.0,1860100000.0,29700000.0,,1584100000.0,,1584100000.0,10600000.0,,10600000.0,10600000.0,,,,3370500000.0,33300000.0,,,,114400000.0,,,3222800000.0,145900000.0,3076900000.0,,,2024-03-31,,,,
111403716.0,111403716.0,11700000.0,3534600000.0,5118800000.0,3403900000.0,3534600000.0,11700000.0,5118800000.0,5118800000.0,5118800000.0,5118800000.0,4004800000.0,,,1114000000.0,1114000000.0,737500000.0,118100000.0,,,67400000.0,8200000.0,8200000.0,,42500000.0,619400000.0,12500000.0,3500000.0,3500000.0,,17700000.0,585600000.0,395300000.0,190300000.0,5856300000.0,1833000000.0,29800000.0,,1584200000.0,100000.0,1584100000.0,13100000.0,,13100000.0,13100000.0,,,,4023300000.0,6300000.0,,161800000.0,,90500000.0,,,3764700000.0,138100000.0,3626600000.0,,,2023-09-30,,,,
111403716.0,111403716.0,13400000.0,5178000000.0,6762200000.0,4882600000.0,5178000000.0,13400000.0,6762200000.0,6762200000.0,6762200000.0,6762200000.0,5648200000.0,4451600000.0,841700000.0,1114000000.0,1114000000.0,669400000.0,123300000.0,,42200000.0,71700000.0,9400000.0,9400000.0,,42200000.0,546100000.0,7200000.0,4000000.0,4000000.0,15700000.0,15700000.0,513900000.0,359300000.0,154600000.0,7431600000.0,2002900000.0,33100000.0,0.0,1584200000.0,100000.0,1584100000.0,15400000.0,-82000000.0,97400000.0,15400000.0,82700000.0,14700000.0,0.0,5428700000.0,8100000.0,7800000.0,194700000.0,1500000.0,75400000.0,0.0,75400000.0,5149300000.0,700000.0,5148600000.0,0.0,5148600000.0,2023-03-31,,,,
