Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Dividends Payable
166588.0,131736551.0,131903139.0,4814144000.0,10539341000.0,10320508000.0,21093984000.0,2863493000.0,10320508000.0,1110333000.0,11664976000.0,12119938000.0,12456685000.0,791709000.0,11664976000.0,11401503000.0,,,,263473000.0,263473000.0,28162168000.0,1520115000.0,3690000.0,280191000.0,,,0.0,1218570000.0,763608000.0,454962000.0,,26642053000.0,1146435000.0,,9320771000.0,346725000.0,8974046000.0,,168351000.0,15527900000.0,,485966000.0,15041934000.0,40618853000.0,11113307000.0,15086000.0,,107722000.0,3431865000.0,3431865000.0,,1104802000.0,256240000.0,1344468000.0,303754000.0,1040714000.0,4587768000.0,,4587768000.0,1146104000.0,3441664000.0,,,,,29505546000.0,1520524000.0,,,,3286383000.0,,,,,16771355000.0,,,7927284000.0,3312420000.0,4614864000.0,,2024-03-31,
175644.0,131332201.0,131507845.0,4023066000.0,8355860000.0,9685528000.0,18161297000.0,4094405000.0,9685528000.0,1118249000.0,10923686000.0,11422076000.0,11759210000.0,835524000.0,10923686000.0,10661022000.0,,,,262664000.0,262664000.0,21989279000.0,1588002000.0,4314000.0,,,,0.0,1347981000.0,849591000.0,498390000.0,222241000.0,20401277000.0,642093000.0,,7007879000.0,268658000.0,6739221000.0,,189708000.0,11637265000.0,,481155000.0,11156110000.0,33748489000.0,9252807000.0,29921000.0,,82543000.0,2869227000.0,2869227000.0,,1038289000.0,247105000.0,1238158000.0,420130000.0,818028000.0,3526643000.0,,3526643000.0,181801000.0,3344842000.0,,,,,24495682000.0,1848430000.0,,,,4057198000.0,,,,,11454025000.0,,,7136029000.0,3921484000.0,3214545000.0,,2023-09-30,
132225.0,130795495.0,130927720.0,895226000.0,7190296000.0,9412695000.0,16544496000.0,3314302000.0,9412695000.0,1182583000.0,10536783000.0,10556104000.0,11126096000.0,589313000.0,10536783000.0,356519000.0,40290000.0,6297415000.0,113494000.0,261591000.0,261591000.0,19964278000.0,1047195000.0,4933000.0,222241000.0,115000.0,4818000.0,0.0,811776000.0,792455000.0,19321000.0,222241000.0,18917083000.0,41492000.0,381506000.0,6378520000.0,390128000.0,5988392000.0,152524000.0,152524000.0,11642261000.0,393757000.0,381506000.0,11248504000.0,31090374000.0,8858989000.0,-1000.0,7713000.0,83623000.0,2675033000.0,1779107000.0,895926000.0,978051000.0,247600000.0,1124088000.0,325961000.0,798127000.0,3541736000.0,-3354368000.0,6896104000.0,41565000.0,2164692000.0,3094780000.0,1508382000.0,86685000.0,0.0,22231385000.0,1204324000.0,5564000.0,1712076000.0,1317982000.0,2557421000.0,1026941000.0,506505000.0,1023975000.0,744221000.0,9784344000.0,-62518000.0,9846862000.0,6109777000.0,997290000.0,5112487000.0,5112487000.0,2023-03-31,
